@RELATION evaluation_scores_per_repetition

@ATTRIBUTE train_size REAL
@ATTRIBUTE accuracy_mad REAL
@ATTRIBUTE f1_macro_mad REAL
@ATTRIBUTE precision_macro_mad REAL
@ATTRIBUTE recall_macro_mad REAL
@ATTRIBUTE dataset_name {d0_speeddating, d10_ringnorm, d11_credit-g, d1_mammography, d2_iris, d3_climate-model-simulation-crashes, d4_diabetes, d5_ilpd, d6_kc2, d7_steel-plates-fault, d8_segment, d9_hepatitis}
@ATTRIBUTE estimator_name {e0_ExtraTreesClassifier, e1_RandomForestClassifier, e2_DecisionTreeClassifier, e3_AdaBoostClassifier, e4_GaussianNB, e5_KNeighborsClassifier, e6_SVC, e7_GaussianProcessClassifier, e8_MLPClassifier, e9_Perceptron}
@ATTRIBUTE repetition {r0, r1}

@DATA
0.6,0.0,0.0,0.0,0.0,d3_climate-model-simulation-crashes,e9_Perceptron,r1
0.6,0.01623376623376621,0.028299049591968606,0.01926256456082709,0.03152424047436192,d4_diabetes,e0_ExtraTreesClassifier,r0
0.6,0.01623376623376621,0.022633153132786576,0.016691936208445612,0.023839435830375455,d4_diabetes,e0_ExtraTreesClassifier,r1
0.6,0.022727272727272763,0.03164833621396579,0.025990675990676004,0.03413255633739476,d4_diabetes,e1_RandomForestClassifier,r0
0.6,0.006493506493506496,0.007329145250333069,0.006052255807983575,0.007845669787104492,d4_diabetes,e1_RandomForestClassifier,r1
0.6,0.006493506493506496,0.0013850671189334918,0.004081632653061218,0.0008606458130089867,d4_diabetes,e2_DecisionTreeClassifier,r0
0.6,0.01623376623376621,0.01175338822397648,0.011537569573283835,0.007041309476859603,d4_diabetes,e2_DecisionTreeClassifier,r1
0.6,0.006493506493506496,0.00029967619403453716,0.006559806149409431,0.003201389321322079,d4_diabetes,e3_AdaBoostClassifier,r0
0.6,0.019480519480519487,0.022605079402900352,0.020858988093649555,0.024658222111519357,d4_diabetes,e3_AdaBoostClassifier,r1
0.6,0.012987012987012991,0.017650639274079838,0.01631420684215712,0.018064532868381167,d4_diabetes,e4_GaussianNB,r0
0.6,0.019480519480519487,0.026486748545572092,0.02055016181229774,0.028668520940144326,d4_diabetes,e4_GaussianNB,r1
0.6,0.006493506493506496,0.0010767488236403944,0.00986291041710502,0.00415886557209183,d4_diabetes,e5_KNeighborsClassifier,r0
0.6,0.022727272727272707,0.026664248626337594,0.02790880503144655,0.025890622081076065,d4_diabetes,e5_KNeighborsClassifier,r1
0.6,0.0032467532467532756,0.0011888219854871152,0.0016233766233766378,0.0,d4_diabetes,e6_SVC,r0
0.6,0.0032467532467532756,0.0011888219854871152,0.0016233766233766378,0.0,d4_diabetes,e6_SVC,r1
0.6,0.0032467532467532756,0.002817767176381214,0.0024752475247524774,0.0031272529768699986,d4_diabetes,e7_GaussianProcessClassifier,r0
0.6,0.009740259740259716,0.011457171176985859,0.011616161616161635,0.011207699386290848,d4_diabetes,e7_GaussianProcessClassifier,r1
0.6,0.022727272727272707,0.024101244414392764,0.023737373737373724,0.02456564681625395,d4_diabetes,e8_MLPClassifier,r0
0.6,0.012987012987012991,0.018209260489816748,0.020362034133220575,0.016808418263209945,d4_diabetes,e8_MLPClassifier,r1
0.6,0.006493506493506496,0.009641873278236873,0.014152221018418176,0.005327005971037357,d4_diabetes,e9_Perceptron,r0
0.6,0.006493506493506496,0.01061246042179681,0.0839183222958057,0.009530619728639556,d4_diabetes,e9_Perceptron,r1
0.6,0.03846153846153849,0.05363633473565965,0.06818181818181818,0.04472281793330696,d5_ilpd,e0_ExtraTreesClassifier,r0
0.6,0.01282051282051283,0.02919905696444508,0.015679069448727156,0.01876374865389746,d5_ilpd,e0_ExtraTreesClassifier,r1
0.6,0.008547008547008517,0.003981277972521291,0.016398485812311625,0.0034851015981420264,d5_ilpd,e1_RandomForestClassifier,r0
0.6,0.0,0.028665271885760568,0.006353514906146496,0.022941652016776004,d5_ilpd,e1_RandomForestClassifier,r1
0.6,0.02564102564102566,0.03924392265855453,0.03585895305359371,0.041162165852102084,d5_ilpd,e2_DecisionTreeClassifier,r0
0.6,0.01282051282051283,0.002991499269045461,0.003704628704628732,0.0009560779404861885,d5_ilpd,e2_DecisionTreeClassifier,r1
0.6,0.004273504273504258,0.01677904064727409,0.012565066512434941,0.016201360062097103,d5_ilpd,e3_AdaBoostClassifier,r0
0.6,0.01709401709401709,0.04118502738173918,0.03872824226184779,0.03878520192304746,d5_ilpd,e3_AdaBoostClassifier,r1
0.6,0.02991452991452992,0.026976284584980248,0.010723801715808223,0.0019637373021497706,d5_ilpd,e4_GaussianNB,r0
0.6,0.038461538461538436,0.038030389536241715,0.011151851022540682,0.028499214581780175,d5_ilpd,e4_GaussianNB,r1
0.6,0.03418803418803423,0.05610035452663992,0.05488782051282054,0.05067941744057969,d5_ilpd,e5_KNeighborsClassifier,r0
0.6,0.03418803418803418,0.06487330079522263,0.06258113783886982,0.05962275381127263,d5_ilpd,e5_KNeighborsClassifier,r1
0.6,0.004273504273504258,0.0018774544993877262,0.0021551724137930384,0.00022281639928700692,d5_ilpd,e6_SVC,r0
0.6,0.0,0.013873203972956466,0.24939213085764814,0.007352941176470562,d5_ilpd,e6_SVC,r1
0.6,0.008547008547008517,0.007054626578296086,0.0007001732387394433,0.007352174166490255,d5_ilpd,e7_GaussianProcessClassifier,r0
0.6,0.004273504273504314,0.025047245024508336,0.017924976258309577,0.028893649464166782,d5_ilpd,e7_GaussianProcessClassifier,r1
0.6,0.01282051282051283,0.024879406614464528,0.026301498282014002,0.022448272846926243,d5_ilpd,e8_MLPClassifier,r0
0.6,0.004273504273504258,0.006734262630181176,0.007873514431239403,0.008628287021270775,d5_ilpd,e8_MLPClassifier,r1
0.6,0.01282051282051283,0.008190247252747196,0.04515869080089263,0.0069870774158513616,d5_ilpd,e9_Perceptron,r0
0.6,0.021367521367521375,0.03302434495689016,0.01676381652109804,0.013042429458092086,d5_ilpd,e9_Perceptron,r1
0.6,0.015155677655677657,0.02637196890590554,0.031018889779916237,0.023340113701559473,d6_kc2,e0_ExtraTreesClassifier,r0
0.6,0.032600732600732596,0.06277593207825771,0.06386143574712211,0.056889897251343025,d6_kc2,e0_ExtraTreesClassifier,r1
0.6,0.0008241758241758768,0.006578947368421073,0.006250000000000033,0.006493506493506496,d6_kc2,e1_RandomForestClassifier,r0
0.6,0.027793040293040305,0.07260601198019706,0.055284412657000515,0.07112215094142804,d6_kc2,e1_RandomForestClassifier,r1
0.6,0.005586080586080622,0.01775213933100145,0.012376290877796903,0.0245853544046315,d6_kc2,e2_DecisionTreeClassifier,r0
0.6,0.0011446886446886406,0.027813639377879285,0.014236111111111116,0.03580555990194545,d6_kc2,e2_DecisionTreeClassifier,r1
0.6,0.020009157509157494,0.030679440656859125,0.036563064638340026,0.02635216189433054,d6_kc2,e3_AdaBoostClassifier,r0
0.6,0.0008699633699633669,0.0003137902559868788,0.009056643839252587,0.0013169561362332272,d6_kc2,e3_AdaBoostClassifier,r1
0.6,0.0007783882783882756,0.03646658075375797,0.01792279411764708,0.04152323580034423,d6_kc2,e4_GaussianNB,r0
0.6,0.018406593406593397,0.03625050999592011,0.024981084982780788,0.04112554112554112,d6_kc2,e4_GaussianNB,r1
0.6,0.053479853479853456,0.10305132568320319,0.1030895438229752,0.09971053043342204,d6_kc2,e5_KNeighborsClassifier,r0
0.6,0.03273809523809523,0.06078083528174272,0.05753621378621382,0.0579721483335941,d6_kc2,e5_KNeighborsClassifier,r1
0.6,0.0038003663003663424,0.0011804528387757418,0.0019001831501831712,0.0,d6_kc2,e6_SVC,r0
0.6,0.0038003663003663424,0.0011804528387757418,0.0019001831501831712,0.0,d6_kc2,e6_SVC,r1
0.6,0.0010531135531135494,0.000332417979476779,0.001414027149321262,0.0030120481927710663,d6_kc2,e7_GaussianProcessClassifier,r0
0.6,0.0037545787545787412,0.0011787706284860089,0.001913741598207619,0.0,d6_kc2,e7_GaussianProcessClassifier,r1
0.6,0.040109890109890106,0.028516799236666973,0.022407013701401246,0.033530224795285016,d6_kc2,e8_MLPClassifier,r0
0.6,0.031959706959706985,0.013135636014745239,0.0015346757702838776,0.0022166588431648815,d6_kc2,e8_MLPClassifier,r1
0.6,0.0037087912087912095,0.002634146341463417,0.0019274700171330594,0.0,d6_kc2,e9_Perceptron,r0
0.6,0.0023809523809523725,7.713954500596087e-05,0.009550442794747427,0.006421791060345294,d6_kc2,e9_Perceptron,r1
0.6,0.013880422971934425,0.010938466993311191,0.01703884542141182,0.0052954729533234435,d7_steel-plates-fault,e0_ExtraTreesClassifier,r0
0.6,0.006691755227519691,0.0034055553928298843,0.011701556061964102,0.002563030701707214,d7_steel-plates-fault,e0_ExtraTreesClassifier,r1
0.6,0.003557893620968422,0.0029920898888308733,0.0029374585506544704,0.0026763888965475324,d7_steel-plates-fault,e1_RandomForestClassifier,r0
0.6,0.016987782577584598,0.012937793466563374,0.021284244780485406,0.006265442391551801,d7_steel-plates-fault,e1_RandomForestClassifier,r1
0.6,0.008636339543635518,0.017592379187073515,0.029724678430390394,0.001440295877783715,d7_steel-plates-fault,e2_DecisionTreeClassifier,r0
0.6,0.01193252590570587,0.008847755673821012,0.011038510785635891,0.0051011409676190445,d7_steel-plates-fault,e2_DecisionTreeClassifier,r1
0.6,0.005774123446320223,0.009883155781686026,0.013537012727885878,0.005400665292687651,d7_steel-plates-fault,e3_AdaBoostClassifier,r0
0.6,0.021115469217925953,0.026935259040437226,0.02037509783609623,0.047503406122287484,d7_steel-plates-fault,e3_AdaBoostClassifier,r1
0.6,0.009587098825961343,0.013326163997099877,0.04758226251201417,0.01900072678141168,d7_steel-plates-fault,e4_GaussianNB,r0
0.6,0.0046047226565605615,0.011510857656961138,0.0036712491870893316,0.031946194221717655,d7_steel-plates-fault,e4_GaussianNB,r1
0.6,0.005764185195982291,0.004483888740704323,0.020663804812463438,0.00421996756006876,d7_steel-plates-fault,e5_KNeighborsClassifier,r0
0.6,0.018624281133225562,0.02935434748656099,0.055078583984742385,0.04308288447967598,d7_steel-plates-fault,e5_KNeighborsClassifier,r1
0.6,0.0008414385286089066,0.0001326581347639577,0.00012020550408698566,0.0,d7_steel-plates-fault,e6_SVC,r0
0.6,0.0008414385286089066,0.0001326581347639577,0.00012020550408698566,0.0,d7_steel-plates-fault,e6_SVC,r1
0.6,0.00012588450428007575,2.9843385056632296e-05,1.7983500611439517e-05,0.0,d7_steel-plates-fault,e7_GaussianProcessClassifier,r0
0.6,0.00012588450428007575,2.9843385056632296e-05,1.7983500611439517e-05,0.0,d7_steel-plates-fault,e7_GaussianProcessClassifier,r1
0.6,0.015901200540640814,0.01187181922252424,0.009761809453709344,0.016395688397434452,d7_steel-plates-fault,e8_MLPClassifier,r0
0.6,0.008477327538229135,0.002110735363168359,0.0021337816009311533,0.0027919042526550614,d7_steel-plates-fault,e8_MLPClassifier,r1
0.6,0.0034220708663504074,0.0012001088841432361,0.0003633794437324783,0.0027139305237508377,d7_steel-plates-fault,e9_Perceptron,r0
