@RELATION evaluation_scores

@ATTRIBUTE train_size REAL
@ATTRIBUTE accuracy REAL
@ATTRIBUTE f1_macro REAL
@ATTRIBUTE precision_macro REAL
@ATTRIBUTE recall_macro REAL
@ATTRIBUTE dataset_name {d0_speeddating, d1_mammography, d2_iris, d3_climate-model-simulation-crashes, d4_diabetes, d5_ilpd, d6_kc2, d7_steel-plates-fault, d8_segment, d9_hepatitis, d10_ringnorm, d11_credit-g}
@ATTRIBUTE estimator_name {e0_ExtraTreesClassifier, e1_RandomForestClassifier, e2_DecisionTreeClassifier, e3_AdaBoostClassifier, e4_GaussianNB, e5_KNeighborsClassifier, e6_SVC, e7_GaussianProcessClassifier, e8_MLPClassifier, e9_Perceptron}
@ATTRIBUTE repetition {r0, r1}
@ATTRIBUTE split {train, test0, test1}

@DATA
0.6,0.9166666666666666,0.4782608695652174,0.4583333333333333,0.5,d3_climate-model-simulation-crashes,e1_RandomForestClassifier,r1,test1
0.6,1.0,1.0,1.0,1.0,d3_climate-model-simulation-crashes,e2_DecisionTreeClassifier,r0,train
0.6,0.8611111111111112,0.5671920919048892,0.5642857142857143,0.5707070707070707,d3_climate-model-simulation-crashes,e2_DecisionTreeClassifier,r0,test0
0.6,0.8703703703703703,0.6142857142857142,0.60543580131209,0.6262626262626263,d3_climate-model-simulation-crashes,e2_DecisionTreeClassifier,r0,test1
0.6,1.0,1.0,1.0,1.0,d3_climate-model-simulation-crashes,e2_DecisionTreeClassifier,r1,train
0.6,0.8888888888888888,0.6363636363636364,0.6363636363636364,0.6363636363636364,d3_climate-model-simulation-crashes,e2_DecisionTreeClassifier,r1,test0
0.6,0.8888888888888888,0.6363636363636364,0.6363636363636364,0.6363636363636364,d3_climate-model-simulation-crashes,e2_DecisionTreeClassifier,r1,test1
0.6,1.0,1.0,1.0,1.0,d3_climate-model-simulation-crashes,e3_AdaBoostClassifier,r0,train
0.6,0.9166666666666666,0.6776119402985075,0.7205882352941176,0.6515151515151515,d3_climate-model-simulation-crashes,e3_AdaBoostClassifier,r0,test0
0.6,0.8888888888888888,0.595,0.6082036775106082,0.5858585858585859,d3_climate-model-simulation-crashes,e3_AdaBoostClassifier,r0,test1
0.6,0.9969135802469136,0.9900659205886861,0.9983164983164983,0.9821428571428572,d3_climate-model-simulation-crashes,e3_AdaBoostClassifier,r1,train
0.6,0.8888888888888888,0.6363636363636364,0.6363636363636364,0.6363636363636364,d3_climate-model-simulation-crashes,e3_AdaBoostClassifier,r1,test0
0.6,0.8703703703703703,0.5275000000000001,0.5318246110325319,0.5252525252525253,d3_climate-model-simulation-crashes,e3_AdaBoostClassifier,r1,test1
0.6,0.8888888888888888,0.7253978717393351,0.6903346887707226,0.7936776061776062,d3_climate-model-simulation-crashes,e4_GaussianNB,r0,train
0.6,0.8981481481481481,0.6059701492537314,0.6323529411764706,0.5909090909090908,d3_climate-model-simulation-crashes,e4_GaussianNB,r0,test0
0.6,0.8981481481481481,0.6826075340635854,0.6744897959183673,0.6919191919191919,d3_climate-model-simulation-crashes,e4_GaussianNB,r0,test1
