fit_time,pred_time,dataset_name,estimator_name,repetition,split
d4_diabetes,e0_ExtraTreesClassifier,r1,test0,0 days 00:00:00.540830000,0 days 00:00:00.040681000
d4_diabetes,e0_ExtraTreesClassifier,r1,test1,0 days 00:00:00.540830000,0 days 00:00:00.041741000
d4_diabetes,e1_RandomForestClassifier,r0,train,0 days 00:00:00.621953000,0 days 00:00:00.050339000
d4_diabetes,e1_RandomForestClassifier,r0,test0,0 days 00:00:00.621953000,0 days 00:00:00.037313000
d4_diabetes,e1_RandomForestClassifier,r0,test1,0 days 00:00:00.621953000,0 days 00:00:00.037751000
d4_diabetes,e1_RandomForestClassifier,r1,train,0 days 00:00:00.619313000,0 days 00:00:00.049696000
d4_diabetes,e1_RandomForestClassifier,r1,test0,0 days 00:00:00.619313000,0 days 00:00:00.037151000
d4_diabetes,e1_RandomForestClassifier,r1,test1,0 days 00:00:00.619313000,0 days 00:00:00.037470000
d4_diabetes,e2_DecisionTreeClassifier,r0,train,0 days 00:00:00.002012000,0 days 00:00:00.000150000
d4_diabetes,e2_DecisionTreeClassifier,r0,test0,0 days 00:00:00.002012000,0 days 00:00:00.000147000
d4_diabetes,e2_DecisionTreeClassifier,r0,test1,0 days 00:00:00.002012000,0 days 00:00:00.000147000
d4_diabetes,e2_DecisionTreeClassifier,r1,train,0 days 00:00:00.002029000,0 days 00:00:00.000156000
d4_diabetes,e2_DecisionTreeClassifier,r1,test0,0 days 00:00:00.002029000,0 days 00:00:00.000160000
d4_diabetes,e2_DecisionTreeClassifier,r1,test1,0 days 00:00:00.002029000,0 days 00:00:00.000149000
d4_diabetes,e3_AdaBoostClassifier,r0,train,0 days 00:00:00.083600000,0 days 00:00:00.006331000
d4_diabetes,e3_AdaBoostClassifier,r0,test0,0 days 00:00:00.083600000,0 days 00:00:00.004819000
d4_diabetes,e3_AdaBoostClassifier,r0,test1,0 days 00:00:00.083600000,0 days 00:00:00.004691000
d4_diabetes,e3_AdaBoostClassifier,r1,train,0 days 00:00:00.085141000,0 days 00:00:00.006398000
d4_diabetes,e3_AdaBoostClassifier,r1,test0,0 days 00:00:00.085141000,0 days 00:00:00.004660000
d4_diabetes,e3_AdaBoostClassifier,r1,test1,0 days 00:00:00.085141000,0 days 00:00:00.004773000
d4_diabetes,e4_GaussianNB,r0,train,0 days 00:00:00.001008000,0 days 00:00:00.000253000
d4_diabetes,e4_GaussianNB,r0,test0,0 days 00:00:00.001008000,0 days 00:00:00.000243000
d4_diabetes,e4_GaussianNB,r0,test1,0 days 00:00:00.001008000,0 days 00:00:00.000262000
d4_diabetes,e4_GaussianNB,r1,train,0 days 00:00:00.001020000,0 days 00:00:00.000228000
d4_diabetes,e4_GaussianNB,r1,test0,0 days 00:00:00.001020000,0 days 00:00:00.000243000
d4_diabetes,e4_GaussianNB,r1,test1,0 days 00:00:00.001020000,0 days 00:00:00.000228000
d4_diabetes,e5_KNeighborsClassifier,r0,train,0 days 00:00:00.000798000,0 days 00:00:00.001872000
d4_diabetes,e5_KNeighborsClassifier,r0,test0,0 days 00:00:00.000798000,0 days 00:00:00.000973000
d4_diabetes,e5_KNeighborsClassifier,r0,test1,0 days 00:00:00.000798000,0 days 00:00:00.000995000
d4_diabetes,e5_KNeighborsClassifier,r1,train,0 days 00:00:00.000796000,0 days 00:00:00.001832000
d4_diabetes,e5_KNeighborsClassifier,r1,test0,0 days 00:00:00.000796000,0 days 00:00:00.001006000
d4_diabetes,e5_KNeighborsClassifier,r1,test1,0 days 00:00:00.000796000,0 days 00:00:00.000950000
d4_diabetes,e6_SVC,r0,train,0 days 00:00:00.011198000,0 days 00:00:00.007068000
d4_diabetes,e6_SVC,r0,test0,0 days 00:00:00.011198000,0 days 00:00:00.002523000
d4_diabetes,e6_SVC,r0,test1,0 days 00:00:00.011198000,0 days 00:00:00.002477000
d4_diabetes,e6_SVC,r1,train,0 days 00:00:00.011363000,0 days 00:00:00.007062000
d4_diabetes,e6_SVC,r1,test0,0 days 00:00:00.011363000,0 days 00:00:00.002505000
d4_diabetes,e6_SVC,r1,test1,0 days 00:00:00.011363000,0 days 00:00:00.002491000
d4_diabetes,e7_GaussianProcessClassifier,r0,train,0 days 00:00:00.079520000,0 days 00:00:00.009515000
d4_diabetes,e7_GaussianProcessClassifier,r0,test0,0 days 00:00:00.079520000,0 days 00:00:00.003723000
d4_diabetes,e7_GaussianProcessClassifier,r0,test1,0 days 00:00:00.079520000,0 days 00:00:00.003366000
d4_diabetes,e7_GaussianProcessClassifier,r1,train,0 days 00:00:00.078167000,0 days 00:00:00.008973000
d4_diabetes,e7_GaussianProcessClassifier,r1,test0,0 days 00:00:00.078167000,0 days 00:00:00.004718000
d4_diabetes,e7_GaussianProcessClassifier,r1,test1,0 days 00:00:00.078167000,0 days 00:00:00.003273000
d4_diabetes,e8_MLPClassifier,r0,train,0 days 00:00:00.085593000,0 days 00:00:00.000621000
d4_diabetes,e8_MLPClassifier,r0,test0,0 days 00:00:00.085593000,0 days 00:00:00.000418000
d4_diabetes,e8_MLPClassifier,r0,test1,0 days 00:00:00.085593000,0 days 00:00:00.000413000
d4_diabetes,e8_MLPClassifier,r1,train,0 days 00:00:00.069309000,0 days 00:00:00.000571000
d4_diabetes,e8_MLPClassifier,r1,test0,0 days 00:00:00.069309000,0 days 00:00:00.000431000
d4_diabetes,e8_MLPClassifier,r1,test1,0 days 00:00:00.069309000,0 days 00:00:00.000427000
d4_diabetes,e9_Perceptron,r0,train,0 days 00:00:00.000916000,0 days 00:00:00.000128000
d4_diabetes,e9_Perceptron,r0,test0,0 days 00:00:00.000916000,0 days 00:00:00.000268000
d4_diabetes,e9_Perceptron,r0,test1,0 days 00:00:00.000916000,0 days 00:00:00.000140000
d4_diabetes,e9_Perceptron,r1,train,0 days 00:00:00.000854000,0 days 00:00:00.000129000
d4_diabetes,e9_Perceptron,r1,test0,0 days 00:00:00.000854000,0 days 00:00:00.000169000
d4_diabetes,e9_Perceptron,r1,test1,0 days 00:00:00.000854000,0 days 00:00:00.000145000
d5_ilpd,e0_ExtraTreesClassifier,r0,train,0 days 00:00:00.537113000,0 days 00:00:00.051608000
d5_ilpd,e0_ExtraTreesClassifier,r0,test0,0 days 00:00:00.537113000,0 days 00:00:00.037400000
d5_ilpd,e0_ExtraTreesClassifier,r0,test1,0 days 00:00:00.537113000,0 days 00:00:00.037714000
d5_ilpd,e0_ExtraTreesClassifier,r1,train,0 days 00:00:00.534694000,0 days 00:00:00.053519000
d5_ilpd,e0_ExtraTreesClassifier,r1,test0,0 days 00:00:00.534694000,0 days 00:00:00.038044000
d5_ilpd,e0_ExtraTreesClassifier,r1,test1,0 days 00:00:00.534694000,0 days 00:00:00.037936000
d5_ilpd,e1_RandomForestClassifier,r0,train,0 days 00:00:00.618581000,0 days 00:00:00.050975000
d5_ilpd,e1_RandomForestClassifier,r0,test0,0 days 00:00:00.618581000,0 days 00:00:00.054883000
d5_ilpd,e1_RandomForestClassifier,r0,test1,0 days 00:00:00.618581000,0 days 00:00:00.043888000
d5_ilpd,e1_RandomForestClassifier,r1,train,0 days 00:00:00.620042000,0 days 00:00:00.044612000
d5_ilpd,e1_RandomForestClassifier,r1,test0,0 days 00:00:00.620042000,0 days 00:00:00.034959000
d5_ilpd,e1_RandomForestClassifier,r1,test1,0 days 00:00:00.620042000,0 days 00:00:00.035278000
d5_ilpd,e2_DecisionTreeClassifier,r0,train,0 days 00:00:00.001834000,0 days 00:00:00.000224000
d5_ilpd,e2_DecisionTreeClassifier,r0,test0,0 days 00:00:00.001834000,0 days 00:00:00.000265000
d5_ilpd,e2_DecisionTreeClassifier,r0,test1,0 days 00:00:00.001834000,0 days 00:00:00.000290000
d5_ilpd,e2_DecisionTreeClassifier,r1,train,0 days 00:00:00.001916000,0 days 00:00:00.000324000
d5_ilpd,e2_DecisionTreeClassifier,r1,test0,0 days 00:00:00.001916000,0 days 00:00:00.000228000
d5_ilpd,e2_DecisionTreeClassifier,r1,test1,0 days 00:00:00.001916000,0 days 00:00:00.000218000
d5_ilpd,e3_AdaBoostClassifier,r0,train,0 days 00:00:00.063417000,0 days 00:00:00.005958000
d5_ilpd,e3_AdaBoostClassifier,r0,test0,0 days 00:00:00.063417000,0 days 00:00:00.004576000
d5_ilpd,e3_AdaBoostClassifier,r0,test1,0 days 00:00:00.063417000,0 days 00:00:00.005254000
d5_ilpd,e3_AdaBoostClassifier,r1,train,0 days 00:00:00.103506000,0 days 00:00:00.011575000
d5_ilpd,e3_AdaBoostClassifier,r1,test0,0 days 00:00:00.103506000,0 days 00:00:00.004540000
d5_ilpd,e3_AdaBoostClassifier,r1,test1,0 days 00:00:00.103506000,0 days 00:00:00.004681000
d5_ilpd,e4_GaussianNB,r0,train,0 days 00:00:00.000704000,0 days 00:00:00.000296000
d5_ilpd,e4_GaussianNB,r0,test0,0 days 00:00:00.000704000,0 days 00:00:00.000439000
d5_ilpd,e4_GaussianNB,r0,test1,0 days 00:00:00.000704000,0 days 00:00:00.000307000
d5_ilpd,e4_GaussianNB,r1,train,0 days 00:00:00.000712000,0 days 00:00:00.000326000
d5_ilpd,e4_GaussianNB,r1,test0,0 days 00:00:00.000712000,0 days 00:00:00.000305000
d5_ilpd,e4_GaussianNB,r1,test1,0 days 00:00:00.000712000,0 days 00:00:00.000279000
d5_ilpd,e5_KNeighborsClassifier,r0,train,0 days 00:00:00.000582000,0 days 00:00:00.001763000
d5_ilpd,e5_KNeighborsClassifier,r0,test0,0 days 00:00:00.000582000,0 days 00:00:00.001065000
d5_ilpd,e5_KNeighborsClassifier,r0,test1,0 days 00:00:00.000582000,0 days 00:00:00.001020000
d5_ilpd,e5_KNeighborsClassifier,r1,train,0 days 00:00:00.000521000,0 days 00:00:00.001881000
d5_ilpd,e5_KNeighborsClassifier,r1,test0,0 days 00:00:00.000521000,0 days 00:00:00.001030000
d5_ilpd,e5_KNeighborsClassifier,r1,test1,0 days 00:00:00.000521000,0 days 00:00:00.001052000
d5_ilpd,e6_SVC,r0,train,0 days 00:00:00.007063000,0 days 00:00:00.004726000
d5_ilpd,e6_SVC,r0,test0,0 days 00:00:00.007063000,0 days 00:00:00.001709000
d5_ilpd,e6_SVC,r0,test1,0 days 00:00:00.007063000,0 days 00:00:00.001586000
d5_ilpd,e6_SVC,r1,train,0 days 00:00:00.007172000,0 days 00:00:00.004249000
d5_ilpd,e6_SVC,r1,test0,0 days 00:00:00.007172000,0 days 00:00:00.001612000
d5_ilpd,e6_SVC,r1,test1,0 days 00:00:00.007172000,0 days 00:00:00.001535000
d5_ilpd,e7_GaussianProcessClassifier,r0,train,0 days 00:00:00.050069000,0 days 00:00:00.005574000
d5_ilpd,e7_GaussianProcessClassifier,r0,test0,0 days 00:00:00.050069000,0 days 00:00:00.002194000
d5_ilpd,e7_GaussianProcessClassifier,r0,test1,0 days 00:00:00.050069000,0 days 00:00:00.002664000
d5_ilpd,e7_GaussianProcessClassifier,r1,train,0 days 00:00:00.048008000,0 days 00:00:00.005573000
d5_ilpd,e7_GaussianProcessClassifier,r1,test0,0 days 00:00:00.048008000,0 days 00:00:00.002263000
d5_ilpd,e7_GaussianProcessClassifier,r1,test1,0 days 00:00:00.048008000,0 days 00:00:00.002561000
d5_ilpd,e8_MLPClassifier,r0,train,0 days 00:00:00.023441000,0 days 00:00:00.000593000
d5_ilpd,e8_MLPClassifier,r0,test0,0 days 00:00:00.023441000,0 days 00:00:00.000499000
d5_ilpd,e8_MLPClassifier,r0,test1,0 days 00:00:00.023441000,0 days 00:00:00.000568000
d5_ilpd,e8_MLPClassifier,r1,train,0 days 00:00:00.017212000,0 days 00:00:00.000576000
d5_ilpd,e8_MLPClassifier,r1,test0,0 days 00:00:00.017212000,0 days 00:00:00.003004000
d5_ilpd,e8_MLPClassifier,r1,test1,0 days 00:00:00.017212000,0 days 00:00:00.001135000
d5_ilpd,e9_Perceptron,r0,train,0 days 00:00:00.000800000,0 days 00:00:00.000196000
d5_ilpd,e9_Perceptron,r0,test0,0 days 00:00:00.000800000,0 days 00:00:00.000199000
d5_ilpd,e9_Perceptron,r0,test1,0 days 00:00:00.000800000,0 days 00:00:00.000212000
d5_ilpd,e9_Perceptron,r1,train,0 days 00:00:00.000665000,0 days 00:00:00.000184000
d5_ilpd,e9_Perceptron,r1,test0,0 days 00:00:00.000665000,0 days 00:00:00.000195000
d5_ilpd,e9_Perceptron,r1,test1,0 days 00:00:00.000665000,0 days 00:00:00.000212000
d6_kc2,e0_ExtraTreesClassifier,r0,train,0 days 00:00:00.510762000,0 days 00:00:00.045198000
d6_kc2,e0_ExtraTreesClassifier,r0,test0,0 days 00:00:00.510762000,0 days 00:00:00.034891000
d6_kc2,e0_ExtraTreesClassifier,r0,test1,0 days 00:00:00.510762000,0 days 00:00:00.035598000
d6_kc2,e0_ExtraTreesClassifier,r1,train,0 days 00:00:00.568546000,0 days 00:00:00.045343000
d6_kc2,e0_ExtraTreesClassifier,r1,test0,0 days 00:00:00.568546000,0 days 00:00:00.037881000
d6_kc2,e0_ExtraTreesClassifier,r1,test1,0 days 00:00:00.568546000,0 days 00:00:00.038930000
d6_kc2,e1_RandomForestClassifier,r0,train,0 days 00:00:00.581266000,0 days 00:00:00.041005000
d6_kc2,e1_RandomForestClassifier,r0,test0,0 days 00:00:00.581266000,0 days 00:00:00.032317000
d6_kc2,e1_RandomForestClassifier,r0,test1,0 days 00:00:00.581266000,0 days 00:00:00.032322000
d6_kc2,e1_RandomForestClassifier,r1,train,0 days 00:00:00.575246000,0 days 00:00:00.039970000
d6_kc2,e1_RandomForestClassifier,r1,test0,0 days 00:00:00.575246000,0 days 00:00:00.031976000
d6_kc2,e1_RandomForestClassifier,r1,test1,0 days 00:00:00.575246000,0 days 00:00:00.032142000
d6_kc2,e2_DecisionTreeClassifier,r0,train,0 days 00:00:00.001847000,0 days 00:00:00.000138000
d6_kc2,e2_DecisionTreeClassifier,r0,test0,0 days 00:00:00.001847000,0 days 00:00:00.000141000
d6_kc2,e2_DecisionTreeClassifier,r0,test1,0 days 00:00:00.001847000,0 days 00:00:00.000147000
d6_kc2,e2_DecisionTreeClassifier,r1,train,0 days 00:00:00.002179000,0 days 00:00:00.000157000
d6_kc2,e2_DecisionTreeClassifier,r1,test0,0 days 00:00:00.002179000,0 days 00:00:00.000171000
d6_kc2,e2_DecisionTreeClassifier,r1,test1,0 days 00:00:00.002179000,0 days 00:00:00.000171000
d6_kc2,e3_AdaBoostClassifier,r0,train,0 days 00:00:00.079463000,0 days 00:00:00.005742000
d6_kc2,e3_AdaBoostClassifier,r0,test0,0 days 00:00:00.079463000,0 days 00:00:00.004493000
d6_kc2,e3_AdaBoostClassifier,r0,test1,0 days 00:00:00.079463000,0 days 00:00:00.004593000
d6_kc2,e3_AdaBoostClassifier,r1,train,0 days 00:00:00.078384000,0 days 00:00:00.005743000
d6_kc2,e3_AdaBoostClassifier,r1,test0,0 days 00:00:00.078384000,0 days 00:00:00.004321000
d6_kc2,e3_AdaBoostClassifier,r1,test1,0 days 00:00:00.078384000,0 days 00:00:00.004621000
d6_kc2,e4_GaussianNB,r0,train,0 days 00:00:00.001036000,0 days 00:00:00.000282000
d6_kc2,e4_GaussianNB,r0,test0,0 days 00:00:00.001036000,0 days 00:00:00.000249000
d6_kc2,e4_GaussianNB,r0,test1,0 days 00:00:00.001036000,0 days 00:00:00.000282000
d6_kc2,e4_GaussianNB,r1,train,0 days 00:00:00.002408000,0 days 00:00:00.000486000
d6_kc2,e4_GaussianNB,r1,test0,0 days 00:00:00.002408000,0 days 00:00:00.000616000
d6_kc2,e4_GaussianNB,r1,test1,0 days 00:00:00.002408000,0 days 00:00:00.000672000
d6_kc2,e5_KNeighborsClassifier,r0,train,0 days 00:00:00.000993000,0 days 00:00:00.002079000
d6_kc2,e5_KNeighborsClassifier,r0,test0,0 days 00:00:00.000993000,0 days 00:00:00.001933000
d6_kc2,e5_KNeighborsClassifier,r0,test1,0 days 00:00:00.000993000,0 days 00:00:00.001506000
d6_kc2,e5_KNeighborsClassifier,r1,train,0 days 00:00:00.000690000,0 days 00:00:00.001608000
d6_kc2,e5_KNeighborsClassifier,r1,test0,0 days 00:00:00.000690000,0 days 00:00:00.001599000
d6_kc2,e5_KNeighborsClassifier,r1,test1,0 days 00:00:00.000690000,0 days 00:00:00.000928000
d6_kc2,e6_SVC,r0,train,0 days 00:00:00.004694000,0 days 00:00:00.003020000
d6_kc2,e6_SVC,r0,test0,0 days 00:00:00.004694000,0 days 00:00:00.001059000
d6_kc2,e6_SVC,r0,test1,0 days 00:00:00.004694000,0 days 00:00:00.001049000
d6_kc2,e6_SVC,r1,train,0 days 00:00:00.004862000,0 days 00:00:00.002993000
d6_kc2,e6_SVC,r1,test0,0 days 00:00:00.004862000,0 days 00:00:00.001240000
d6_kc2,e6_SVC,r1,test1,0 days 00:00:00.004862000,0 days 00:00:00.001092000
d6_kc2,e7_GaussianProcessClassifier,r0,train,0 days 00:00:00.038684000,0 days 00:00:00.004951000
d6_kc2,e7_GaussianProcessClassifier,r0,test0,0 days 00:00:00.038684000,0 days 00:00:00.001967000
d6_kc2,e7_GaussianProcessClassifier,r0,test1,0 days 00:00:00.038684000,0 days 00:00:00.002033000
d6_kc2,e7_GaussianProcessClassifier,r1,train,0 days 00:00:00.040827000,0 days 00:00:00.005122000
d6_kc2,e7_GaussianProcessClassifier,r1,test0,0 days 00:00:00.040827000,0 days 00:00:00.002408000
d6_kc2,e7_GaussianProcessClassifier,r1,test1,0 days 00:00:00.040827000,0 days 00:00:00.002114000
d6_kc2,e8_MLPClassifier,r0,train,0 days 00:00:00.007959000,0 days 00:00:00.000440000
d6_kc2,e8_MLPClassifier,r0,test0,0 days 00:00:00.007959000,0 days 00:00:00.000404000
d6_kc2,e8_MLPClassifier,r0,test1,0 days 00:00:00.007959000,0 days 00:00:00.000418000
d6_kc2,e8_MLPClassifier,r1,train,0 days 00:00:00.008303000,0 days 00:00:00.000450000
d6_kc2,e8_MLPClassifier,r1,test0,0 days 00:00:00.008303000,0 days 00:00:00.000497000
d6_kc2,e8_MLPClassifier,r1,test1,0 days 00:00:00.008303000,0 days 00:00:00.000427000
d6_kc2,e9_Perceptron,r0,train,0 days 00:00:00.000847000,0 days 00:00:00.000120000
d6_kc2,e9_Perceptron,r0,test0,0 days 00:00:00.000847000,0 days 00:00:00.000132000
d6_kc2,e9_Perceptron,r0,test1,0 days 00:00:00.000847000,0 days 00:00:00.000133000
d6_kc2,e9_Perceptron,r1,train,0 days 00:00:00.000739000,0 days 00:00:00.000127000
d6_kc2,e9_Perceptron,r1,test0,0 days 00:00:00.000739000,0 days 00:00:00.000135000
d6_kc2,e9_Perceptron,r1,test1,0 days 00:00:00.000739000,0 days 00:00:00.000132000
d7_steel-plates-fault,e0_ExtraTreesClassifier,r0,train,0 days 00:00:02.156790000,0 days 00:00:00.147630000
d7_steel-plates-fault,e0_ExtraTreesClassifier,r0,test0,0 days 00:00:02.156790000,0 days 00:00:00.146425000
d7_steel-plates-fault,e0_ExtraTreesClassifier,r0,test1,0 days 00:00:02.156790000,0 days 00:00:00.128013000
d7_steel-plates-fault,e0_ExtraTreesClassifier,r1,train,0 days 00:00:00.679293000,0 days 00:00:00.073574000
d7_steel-plates-fault,e0_ExtraTreesClassifier,r1,test0,0 days 00:00:00.679293000,0 days 00:00:00.046700000
d7_steel-plates-fault,e0_ExtraTreesClassifier,r1,test1,0 days 00:00:00.679293000,0 days 00:00:00.047265000
d7_steel-plates-fault,e1_RandomForestClassifier,r0,train,0 days 00:00:01.042642000,0 days 00:00:00.065182000
d7_steel-plates-fault,e1_RandomForestClassifier,r0,test0,0 days 00:00:01.042642000,0 days 00:00:00.043763000
d7_steel-plates-fault,e1_RandomForestClassifier,r0,test1,0 days 00:00:01.042642000,0 days 00:00:00.044631000
d7_steel-plates-fault,e1_RandomForestClassifier,r1,train,0 days 00:00:01.066480000,0 days 00:00:00.077575000
d7_steel-plates-fault,e1_RandomForestClassifier,r1,test0,0 days 00:00:01.066480000,0 days 00:00:00.044049000
d7_steel-plates-fault,e1_RandomForestClassifier,r1,test1,0 days 00:00:01.066480000,0 days 00:00:00.045001000
d7_steel-plates-fault,e2_DecisionTreeClassifier,r0,train,0 days 00:00:00.009207000,0 days 00:00:00.000200000
d7_steel-plates-fault,e2_DecisionTreeClassifier,r0,test0,0 days 00:00:00.009207000,0 days 00:00:00.000176000
d7_steel-plates-fault,e2_DecisionTreeClassifier,r0,test1,0 days 00:00:00.009207000,0 days 00:00:00.000213000
d7_steel-plates-fault,e2_DecisionTreeClassifier,r1,train,0 days 00:00:00.009070000,0 days 00:00:00.000182000
d7_steel-plates-fault,e2_DecisionTreeClassifier,r1,test0,0 days 00:00:00.009070000,0 days 00:00:00.000165000
d7_steel-plates-fault,e2_DecisionTreeClassifier,r1,test1,0 days 00:00:00.009070000,0 days 00:00:00.000197000
d7_steel-plates-fault,e3_AdaBoostClassifier,r0,train,0 days 00:00:00.117350000,0 days 00:00:00.011953000
d7_steel-plates-fault,e3_AdaBoostClassifier,r0,test0,0 days 00:00:00.117350000,0 days 00:00:00.007185000
d7_steel-plates-fault,e3_AdaBoostClassifier,r0,test1,0 days 00:00:00.117350000,0 days 00:00:00.007082000
d7_steel-plates-fault,e3_AdaBoostClassifier,r1,train,0 days 00:00:00.117238000,0 days 00:00:00.011896000
d7_steel-plates-fault,e3_AdaBoostClassifier,r1,test0,0 days 00:00:00.117238000,0 days 00:00:00.007419000
d7_steel-plates-fault,e3_AdaBoostClassifier,r1,test1,0 days 00:00:00.117238000,0 days 00:00:00.006737000
d7_steel-plates-fault,e4_GaussianNB,r0,train,0 days 00:00:00.001090000,0 days 00:00:00.000951000
d7_steel-plates-fault,e4_GaussianNB,r0,test0,0 days 00:00:00.001090000,0 days 00:00:00.000684000
d7_steel-plates-fault,e4_GaussianNB,r0,test1,0 days 00:00:00.001090000,0 days 00:00:00.000583000
d7_steel-plates-fault,e4_GaussianNB,r1,train,0 days 00:00:00.001083000,0 days 00:00:00.000910000
d7_steel-plates-fault,e4_GaussianNB,r1,test0,0 days 00:00:00.001083000,0 days 00:00:00.000580000
d7_steel-plates-fault,e4_GaussianNB,r1,test1,0 days 00:00:00.001083000,0 days 00:00:00.000571000
d7_steel-plates-fault,e5_KNeighborsClassifier,r0,train,0 days 00:00:00.000688000,0 days 00:00:00.004555000
d7_steel-plates-fault,e5_KNeighborsClassifier,r0,test0,0 days 00:00:00.000688000,0 days 00:00:00.001954000
d7_steel-plates-fault,e5_KNeighborsClassifier,r0,test1,0 days 00:00:00.000688000,0 days 00:00:00.001949000
d7_steel-plates-fault,e5_KNeighborsClassifier,r1,train,0 days 00:00:00.000700000,0 days 00:00:00.004651000
d7_steel-plates-fault,e5_KNeighborsClassifier,r1,test0,0 days 00:00:00.000700000,0 days 00:00:00.001949000
d7_steel-plates-fault,e5_KNeighborsClassifier,r1,test1,0 days 00:00:00.000700000,0 days 00:00:00.002028000
d7_steel-plates-fault,e6_SVC,r0,train,0 days 00:00:00.042988000,0 days 00:00:00.015421000
d7_steel-plates-fault,e6_SVC,r0,test0,0 days 00:00:00.042988000,0 days 00:00:00.005360000
d7_steel-plates-fault,e6_SVC,r0,test1,0 days 00:00:00.042988000,0 days 00:00:00.005962000
d7_steel-plates-fault,e6_SVC,r1,train,0 days 00:00:00.043035000,0 days 00:00:00.015552000
d7_steel-plates-fault,e6_SVC,r1,test0,0 days 00:00:00.043035000,0 days 00:00:00.005720000
d7_steel-plates-fault,e6_SVC,r1,test1,0 days 00:00:00.043035000,0 days 00:00:00.005815000
d7_steel-plates-fault,e7_GaussianProcessClassifier,r0,train,0 days 00:00:00.813783000,0 days 00:00:00.331407000
d7_steel-plates-fault,e7_GaussianProcessClassifier,r0,test0,0 days 00:00:00.813783000,0 days 00:00:00.167082000
d7_steel-plates-fault,e7_GaussianProcessClassifier,r0,test1,0 days 00:00:00.813783000,0 days 00:00:00.172524000
d7_steel-plates-fault,e7_GaussianProcessClassifier,r1,train,0 days 00:00:00.868353000,0 days 00:00:00.329551000
d7_steel-plates-fault,e7_GaussianProcessClassifier,r1,test0,0 days 00:00:00.868353000,0 days 00:00:00.170899000
d7_steel-plates-fault,e7_GaussianProcessClassifier,r1,test1,0 days 00:00:00.868353000,0 days 00:00:00.182955000
d7_steel-plates-fault,e8_MLPClassifier,r0,train,0 days 00:00:00.034677000,0 days 00:00:00.000982000
d7_steel-plates-fault,e8_MLPClassifier,r0,test0,0 days 00:00:00.034677000,0 days 00:00:00.000603000
d7_steel-plates-fault,e8_MLPClassifier,r0,test1,0 days 00:00:00.034677000,0 days 00:00:00.001333000
d7_steel-plates-fault,e8_MLPClassifier,r1,train,0 days 00:00:00.039392000,0 days 00:00:00.001034000
d7_steel-plates-fault,e8_MLPClassifier,r1,test0,0 days 00:00:00.039392000,0 days 00:00:00.000616000
d7_steel-plates-fault,e8_MLPClassifier,r1,test1,0 days 00:00:00.039392000,0 days 00:00:00.000676000
d7_steel-plates-fault,e9_Perceptron,r0,train,0 days 00:00:00.002983000,0 days 00:00:00.000219000
d7_steel-plates-fault,e9_Perceptron,r0,test0,0 days 00:00:00.002983000,0 days 00:00:00.000156000
d7_steel-plates-fault,e9_Perceptron,r0,test1,0 days 00:00:00.002983000,0 days 00:00:00.000165000
d7_steel-plates-fault,e9_Perceptron,r1,train,0 days 00:00:00.002741000,0 days 00:00:00.000205000
d7_steel-plates-fault,e9_Perceptron,r1,test0,0 days 00:00:00.002741000,0 days 00:00:00.000187000
d7_steel-plates-fault,e9_Perceptron,r1,test1,0 days 00:00:00.002741000,0 days 00:00:00.000229000
d8_segment,e0_ExtraTreesClassifier,r0,train,0 days 00:00:00.568154000,0 days 00:00:00.066108000
d8_segment,e0_ExtraTreesClassifier,r0,test0,0 days 00:00:00.568154000,0 days 00:00:00.049859000
d8_segment,e0_ExtraTreesClassifier,r0,test1,0 days 00:00:00.568154000,0 days 00:00:00.043950000
d8_segment,e0_ExtraTreesClassifier,r1,train,0 days 00:00:00.584956000,0 days 00:00:00.076338000
d8_segment,e0_ExtraTreesClassifier,r1,test0,0 days 00:00:00.584956000,0 days 00:00:00.043698000
d8_segment,e0_ExtraTreesClassifier,r1,test1,0 days 00:00:00.584956000,0 days 00:00:00.048660000
d8_segment,e1_RandomForestClassifier,r0,train,0 days 00:00:00.813872000,0 days 00:00:00.058620000
d8_segment,e1_RandomForestClassifier,r0,test0,0 days 00:00:00.813872000,0 days 00:00:00.042569000
d8_segment,e1_RandomForestClassifier,r0,test1,0 days 00:00:00.813872000,0 days 00:00:00.040308000
d8_segment,e1_RandomForestClassifier,r1,train,0 days 00:00:00.808663000,0 days 00:00:00.056802000
d8_segment,e1_RandomForestClassifier,r1,test0,0 days 00:00:00.808663000,0 days 00:00:00.039201000
d8_segment,e1_RandomForestClassifier,r1,test1,0 days 00:00:00.808663000,0 days 00:00:00.040378000
d8_segment,e2_DecisionTreeClassifier,r0,train,0 days 00:00:00.005021000,0 days 00:00:00.000192000
d8_segment,e2_DecisionTreeClassifier,r0,test0,0 days 00:00:00.005021000,0 days 00:00:00.000221000
d8_segment,e2_DecisionTreeClassifier,r0,test1,0 days 00:00:00.005021000,0 days 00:00:00.000187000
d8_segment,e2_DecisionTreeClassifier,r1,train,0 days 00:00:00.004920000,0 days 00:00:00.000183000
d8_segment,e2_DecisionTreeClassifier,r1,test0,0 days 00:00:00.004920000,0 days 00:00:00.000208000
d8_segment,e2_DecisionTreeClassifier,r1,test1,0 days 00:00:00.004920000,0 days 00:00:00.000192000
d8_segment,e3_AdaBoostClassifier,r0,train,0 days 00:00:00.128467000,0 days 00:00:00.011803000
