fit_time,pred_time,dataset_name,estimator_name,repetition,split
d8_segment,e3_AdaBoostClassifier,r0,test0,0 days 00:00:00.128467000,0 days 00:00:00.007089000
d8_segment,e3_AdaBoostClassifier,r0,test1,0 days 00:00:00.128467000,0 days 00:00:00.006994000
d8_segment,e3_AdaBoostClassifier,r1,train,0 days 00:00:00.129752000,0 days 00:00:00.012000000
d8_segment,e3_AdaBoostClassifier,r1,test0,0 days 00:00:00.129752000,0 days 00:00:00.007773000
d8_segment,e3_AdaBoostClassifier,r1,test1,0 days 00:00:00.129752000,0 days 00:00:00.007392000
d8_segment,e4_GaussianNB,r0,train,0 days 00:00:00.001706000,0 days 00:00:00.000761000
d8_segment,e4_GaussianNB,r0,test0,0 days 00:00:00.001706000,0 days 00:00:00.000495000
d8_segment,e4_GaussianNB,r0,test1,0 days 00:00:00.001706000,0 days 00:00:00.000515000
d8_segment,e4_GaussianNB,r1,train,0 days 00:00:00.001687000,0 days 00:00:00.000761000
d8_segment,e4_GaussianNB,r1,test0,0 days 00:00:00.001687000,0 days 00:00:00.000550000
d8_segment,e4_GaussianNB,r1,test1,0 days 00:00:00.001687000,0 days 00:00:00.000622000
d8_segment,e5_KNeighborsClassifier,r0,train,0 days 00:00:00.001073000,0 days 00:00:00.009251000
d8_segment,e5_KNeighborsClassifier,r0,test0,0 days 00:00:00.001073000,0 days 00:00:00.004175000
d8_segment,e5_KNeighborsClassifier,r0,test1,0 days 00:00:00.001073000,0 days 00:00:00.004017000
d8_segment,e5_KNeighborsClassifier,r1,train,0 days 00:00:00.001125000,0 days 00:00:00.007425000
d8_segment,e5_KNeighborsClassifier,r1,test0,0 days 00:00:00.001125000,0 days 00:00:00.002928000
d8_segment,e5_KNeighborsClassifier,r1,test1,0 days 00:00:00.001125000,0 days 00:00:00.002920000
d8_segment,e6_SVC,r0,train,0 days 00:00:00.041814000,0 days 00:00:00.018646000
d8_segment,e6_SVC,r0,test0,0 days 00:00:00.041814000,0 days 00:00:00.006691000
d8_segment,e6_SVC,r0,test1,0 days 00:00:00.041814000,0 days 00:00:00.006454000
d8_segment,e6_SVC,r1,train,0 days 00:00:00.041558000,0 days 00:00:00.017998000
d8_segment,e6_SVC,r1,test0,0 days 00:00:00.041558000,0 days 00:00:00.006327000
d8_segment,e6_SVC,r1,test1,0 days 00:00:00.041558000,0 days 00:00:00.006207000
d8_segment,e7_GaussianProcessClassifier,r0,train,0 days 00:00:00.815499000,0 days 00:00:00.325418000
d8_segment,e7_GaussianProcessClassifier,r0,test0,0 days 00:00:00.815499000,0 days 00:00:00.166996000
d8_segment,e7_GaussianProcessClassifier,r0,test1,0 days 00:00:00.815499000,0 days 00:00:00.173591000
d8_segment,e7_GaussianProcessClassifier,r1,train,0 days 00:00:01.045278000,0 days 00:00:00.338976000
d8_segment,e7_GaussianProcessClassifier,r1,test0,0 days 00:00:01.045278000,0 days 00:00:00.166154000
d8_segment,e7_GaussianProcessClassifier,r1,test1,0 days 00:00:01.045278000,0 days 00:00:00.167112000
d8_segment,e8_MLPClassifier,r0,train,0 days 00:00:01.016602000,0 days 00:00:00.001328000
d8_segment,e8_MLPClassifier,r0,test0,0 days 00:00:01.016602000,0 days 00:00:00.000952000
d8_segment,e8_MLPClassifier,r0,test1,0 days 00:00:01.016602000,0 days 00:00:00.000692000
d8_segment,e8_MLPClassifier,r1,train,0 days 00:00:00.671266000,0 days 00:00:00.001336000
d8_segment,e8_MLPClassifier,r1,test0,0 days 00:00:00.671266000,0 days 00:00:00.000692000
d8_segment,e8_MLPClassifier,r1,test1,0 days 00:00:00.671266000,0 days 00:00:00.023483000
d8_segment,e9_Perceptron,r0,train,0 days 00:00:00.003702000,0 days 00:00:00.000242000
d8_segment,e9_Perceptron,r0,test0,0 days 00:00:00.003702000,0 days 00:00:00.000203000
d8_segment,e9_Perceptron,r0,test1,0 days 00:00:00.003702000,0 days 00:00:00.000383000
d8_segment,e9_Perceptron,r1,train,0 days 00:00:00.002905000,0 days 00:00:00.000193000
d8_segment,e9_Perceptron,r1,test0,0 days 00:00:00.002905000,0 days 00:00:00.000182000
d8_segment,e9_Perceptron,r1,test1,0 days 00:00:00.002905000,0 days 00:00:00.000194000
d9_hepatitis,e0_ExtraTreesClassifier,r0,train,0 days 00:00:00.627137000,0 days 00:00:00.029092000
d9_hepatitis,e0_ExtraTreesClassifier,r0,test0,0 days 00:00:00.627137000,0 days 00:00:00.028093000
d9_hepatitis,e0_ExtraTreesClassifier,r0,test1,0 days 00:00:00.627137000,0 days 00:00:00.028440000
d9_hepatitis,e0_ExtraTreesClassifier,r1,train,0 days 00:00:00.420592000,0 days 00:00:00.027958000
d9_hepatitis,e0_ExtraTreesClassifier,r1,test0,0 days 00:00:00.420592000,0 days 00:00:00.027973000
d9_hepatitis,e0_ExtraTreesClassifier,r1,test1,0 days 00:00:00.420592000,0 days 00:00:00.027879000
d9_hepatitis,e1_RandomForestClassifier,r0,train,0 days 00:00:00.465707000,0 days 00:00:00.027786000
d9_hepatitis,e1_RandomForestClassifier,r0,test0,0 days 00:00:00.465707000,0 days 00:00:00.027748000
d9_hepatitis,e1_RandomForestClassifier,r0,test1,0 days 00:00:00.465707000,0 days 00:00:00.027813000
d9_hepatitis,e1_RandomForestClassifier,r1,train,0 days 00:00:00.454521000,0 days 00:00:00.027669000
d9_hepatitis,e1_RandomForestClassifier,r1,test0,0 days 00:00:00.454521000,0 days 00:00:00.028108000
d9_hepatitis,e1_RandomForestClassifier,r1,test1,0 days 00:00:00.454521000,0 days 00:00:00.028210000
d9_hepatitis,e2_DecisionTreeClassifier,r0,train,0 days 00:00:00.000500000,0 days 00:00:00.000192000
d9_hepatitis,e2_DecisionTreeClassifier,r0,test0,0 days 00:00:00.000500000,0 days 00:00:00.000214000
d9_hepatitis,e2_DecisionTreeClassifier,r0,test1,0 days 00:00:00.000500000,0 days 00:00:00.000192000
d9_hepatitis,e2_DecisionTreeClassifier,r1,train,0 days 00:00:00.000456000,0 days 00:00:00.000167000
d9_hepatitis,e2_DecisionTreeClassifier,r1,test0,0 days 00:00:00.000456000,0 days 00:00:00.000198000
d9_hepatitis,e2_DecisionTreeClassifier,r1,test1,0 days 00:00:00.000456000,0 days 00:00:00.000208000
d9_hepatitis,e3_AdaBoostClassifier,r0,train,0 days 00:00:00.054599000,0 days 00:00:00.004035000
d9_hepatitis,e3_AdaBoostClassifier,r0,test0,0 days 00:00:00.054599000,0 days 00:00:00.004522000
d9_hepatitis,e3_AdaBoostClassifier,r0,test1,0 days 00:00:00.054599000,0 days 00:00:00.003905000
d9_hepatitis,e3_AdaBoostClassifier,r1,train,0 days 00:00:00.052527000,0 days 00:00:00.003983000
d9_hepatitis,e3_AdaBoostClassifier,r1,test0,0 days 00:00:00.052527000,0 days 00:00:00.003875000
d9_hepatitis,e3_AdaBoostClassifier,r1,test1,0 days 00:00:00.052527000,0 days 00:00:00.004119000
d9_hepatitis,e4_GaussianNB,r0,train,0 days 00:00:00.000647000,0 days 00:00:00.000251000
d9_hepatitis,e4_GaussianNB,r0,test0,0 days 00:00:00.000647000,0 days 00:00:00.000341000
d9_hepatitis,e4_GaussianNB,r0,test1,0 days 00:00:00.000647000,0 days 00:00:00.000285000
d9_hepatitis,e4_GaussianNB,r1,train,0 days 00:00:00.000651000,0 days 00:00:00.000242000
d9_hepatitis,e4_GaussianNB,r1,test0,0 days 00:00:00.000651000,0 days 00:00:00.000274000
d9_hepatitis,e4_GaussianNB,r1,test1,0 days 00:00:00.000651000,0 days 00:00:00.000275000
d9_hepatitis,e5_KNeighborsClassifier,r0,train,0 days 00:00:00.000445000,0 days 00:00:00.000657000
d9_hepatitis,e5_KNeighborsClassifier,r0,test0,0 days 00:00:00.000445000,0 days 00:00:00.000604000
d9_hepatitis,e5_KNeighborsClassifier,r0,test1,0 days 00:00:00.000445000,0 days 00:00:00.000692000
d9_hepatitis,e5_KNeighborsClassifier,r1,train,0 days 00:00:00.000479000,0 days 00:00:00.000631000
d9_hepatitis,e5_KNeighborsClassifier,r1,test0,0 days 00:00:00.000479000,0 days 00:00:00.000600000
d9_hepatitis,e5_KNeighborsClassifier,r1,test1,0 days 00:00:00.000479000,0 days 00:00:00.000621000
d9_hepatitis,e6_SVC,r0,train,0 days 00:00:00.000683000,0 days 00:00:00.000299000
d9_hepatitis,e6_SVC,r0,test0,0 days 00:00:00.000683000,0 days 00:00:00.000345000
d9_hepatitis,e6_SVC,r0,test1,0 days 00:00:00.000683000,0 days 00:00:00.000320000
d9_hepatitis,e6_SVC,r1,train,0 days 00:00:00.000823000,0 days 00:00:00.000333000
d9_hepatitis,e6_SVC,r1,test0,0 days 00:00:00.000823000,0 days 00:00:00.000272000
d9_hepatitis,e6_SVC,r1,test1,0 days 00:00:00.000823000,0 days 00:00:00.000274000
d9_hepatitis,e7_GaussianProcessClassifier,r0,train,0 days 00:00:00.004275000,0 days 00:00:00.000471000
d9_hepatitis,e7_GaussianProcessClassifier,r0,test0,0 days 00:00:00.004275000,0 days 00:00:00.000507000
d9_hepatitis,e7_GaussianProcessClassifier,r0,test1,0 days 00:00:00.004275000,0 days 00:00:00.000334000
d9_hepatitis,e7_GaussianProcessClassifier,r1,train,0 days 00:00:00.004074000,0 days 00:00:00.000448000
d9_hepatitis,e7_GaussianProcessClassifier,r1,test0,0 days 00:00:00.004074000,0 days 00:00:00.000447000
d9_hepatitis,e7_GaussianProcessClassifier,r1,test1,0 days 00:00:00.004074000,0 days 00:00:00.000322000
d9_hepatitis,e8_MLPClassifier,r0,train,0 days 00:00:00.007480000,0 days 00:00:00.000276000
d9_hepatitis,e8_MLPClassifier,r0,test0,0 days 00:00:00.007480000,0 days 00:00:00.000334000
d9_hepatitis,e8_MLPClassifier,r0,test1,0 days 00:00:00.007480000,0 days 00:00:00.000398000
d9_hepatitis,e8_MLPClassifier,r1,train,0 days 00:00:00.007483000,0 days 00:00:00.000275000
d9_hepatitis,e8_MLPClassifier,r1,test0,0 days 00:00:00.007483000,0 days 00:00:00.000282000
d9_hepatitis,e8_MLPClassifier,r1,test1,0 days 00:00:00.007483000,0 days 00:00:00.000285000
d9_hepatitis,e9_Perceptron,r0,train,0 days 00:00:00.000649000,0 days 00:00:00.000188000
d9_hepatitis,e9_Perceptron,r0,test0,0 days 00:00:00.000649000,0 days 00:00:00.000218000
d9_hepatitis,e9_Perceptron,r0,test1,0 days 00:00:00.000649000,0 days 00:00:00.000219000
d9_hepatitis,e9_Perceptron,r1,train,0 days 00:00:00.000648000,0 days 00:00:00.000180000
d9_hepatitis,e9_Perceptron,r1,test0,0 days 00:00:00.000648000,0 days 00:00:00.000200000
d9_hepatitis,e9_Perceptron,r1,test1,0 days 00:00:00.000648000,0 days 00:00:00.000232000
d10_ringnorm,e0_ExtraTreesClassifier,r0,train,0 days 00:00:00.618190000,0 days 00:00:00.067018000
d10_ringnorm,e0_ExtraTreesClassifier,r0,test0,0 days 00:00:00.618190000,0 days 00:00:00.042814000
d10_ringnorm,e0_ExtraTreesClassifier,r0,test1,0 days 00:00:00.618190000,0 days 00:00:00.045034000
d10_ringnorm,e0_ExtraTreesClassifier,r1,train,0 days 00:00:00.632702000,0 days 00:00:00.067136000
d10_ringnorm,e0_ExtraTreesClassifier,r1,test0,0 days 00:00:00.632702000,0 days 00:00:00.045194000
d10_ringnorm,e0_ExtraTreesClassifier,r1,test1,0 days 00:00:00.632702000,0 days 00:00:00.057720000
d10_ringnorm,e1_RandomForestClassifier,r0,train,0 days 00:00:01.401820000,0 days 00:00:00.144414000
d10_ringnorm,e1_RandomForestClassifier,r0,test0,0 days 00:00:01.401820000,0 days 00:00:00.086549000
d10_ringnorm,e1_RandomForestClassifier,r0,test1,0 days 00:00:01.401820000,0 days 00:00:00.102048000
d10_ringnorm,e1_RandomForestClassifier,r1,train,0 days 00:00:01.903299000,0 days 00:00:00.090819000
d10_ringnorm,e1_RandomForestClassifier,r1,test0,0 days 00:00:01.903299000,0 days 00:00:00.063972000
d10_ringnorm,e1_RandomForestClassifier,r1,test1,0 days 00:00:01.903299000,0 days 00:00:00.060594000
d10_ringnorm,e2_DecisionTreeClassifier,r0,train,0 days 00:00:00.014326000,0 days 00:00:00.000266000
d10_ringnorm,e2_DecisionTreeClassifier,r0,test0,0 days 00:00:00.014326000,0 days 00:00:00.000211000
d10_ringnorm,e2_DecisionTreeClassifier,r0,test1,0 days 00:00:00.014326000,0 days 00:00:00.000232000
d10_ringnorm,e2_DecisionTreeClassifier,r1,train,0 days 00:00:00.012684000,0 days 00:00:00.000292000
d10_ringnorm,e2_DecisionTreeClassifier,r1,test0,0 days 00:00:00.012684000,0 days 00:00:00.000213000
d10_ringnorm,e2_DecisionTreeClassifier,r1,test1,0 days 00:00:00.012684000,0 days 00:00:00.000228000
d10_ringnorm,e3_AdaBoostClassifier,r0,train,0 days 00:00:00.217065000,0 days 00:00:00.014658000
d10_ringnorm,e3_AdaBoostClassifier,r0,test0,0 days 00:00:00.217065000,0 days 00:00:00.007882000
d10_ringnorm,e3_AdaBoostClassifier,r0,test1,0 days 00:00:00.217065000,0 days 00:00:00.010513000
d10_ringnorm,e3_AdaBoostClassifier,r1,train,0 days 00:00:00.206699000,0 days 00:00:00.009582000
d10_ringnorm,e3_AdaBoostClassifier,r1,test0,0 days 00:00:00.206699000,0 days 00:00:00.006746000
d10_ringnorm,e3_AdaBoostClassifier,r1,test1,0 days 00:00:00.206699000,0 days 00:00:00.006412000
d10_ringnorm,e4_GaussianNB,r0,train,0 days 00:00:00.003134000,0 days 00:00:00.000803000
d10_ringnorm,e4_GaussianNB,r0,test0,0 days 00:00:00.003134000,0 days 00:00:00.000570000
d10_ringnorm,e4_GaussianNB,r0,test1,0 days 00:00:00.003134000,0 days 00:00:00.000376000
d10_ringnorm,e4_GaussianNB,r1,train,0 days 00:00:00.001352000,0 days 00:00:00.000390000
d10_ringnorm,e4_GaussianNB,r1,test0,0 days 00:00:00.001352000,0 days 00:00:00.000316000
d10_ringnorm,e4_GaussianNB,r1,test1,0 days 00:00:00.001352000,0 days 00:00:00.000361000
d10_ringnorm,e5_KNeighborsClassifier,r0,train,0 days 00:00:00.001108000,0 days 00:00:00.014404000
d10_ringnorm,e5_KNeighborsClassifier,r0,test0,0 days 00:00:00.001108000,0 days 00:00:00.005204000
d10_ringnorm,e5_KNeighborsClassifier,r0,test1,0 days 00:00:00.001108000,0 days 00:00:00.005248000
d10_ringnorm,e5_KNeighborsClassifier,r1,train,0 days 00:00:00.001540000,0 days 00:00:00.014425000
d10_ringnorm,e5_KNeighborsClassifier,r1,test0,0 days 00:00:00.001540000,0 days 00:00:00.005112000
d10_ringnorm,e5_KNeighborsClassifier,r1,test1,0 days 00:00:00.001540000,0 days 00:00:00.005594000
d10_ringnorm,e6_SVC,r0,train,0 days 00:00:00.018413000,0 days 00:00:00.012030000
d10_ringnorm,e6_SVC,r0,test0,0 days 00:00:00.018413000,0 days 00:00:00.004484000
d10_ringnorm,e6_SVC,r0,test1,0 days 00:00:00.018413000,0 days 00:00:00.004217000
d10_ringnorm,e6_SVC,r1,train,0 days 00:00:00.018541000,0 days 00:00:00.011851000
d10_ringnorm,e6_SVC,r1,test0,0 days 00:00:00.018541000,0 days 00:00:00.004365000
d10_ringnorm,e6_SVC,r1,test1,0 days 00:00:00.018541000,0 days 00:00:00.004136000
d10_ringnorm,e7_GaussianProcessClassifier,r0,train,0 days 00:00:00.106522000,0 days 00:00:00.016885000
d10_ringnorm,e7_GaussianProcessClassifier,r0,test0,0 days 00:00:00.106522000,0 days 00:00:00.011658000
d10_ringnorm,e7_GaussianProcessClassifier,r0,test1,0 days 00:00:00.106522000,0 days 00:00:00.007659000
d10_ringnorm,e7_GaussianProcessClassifier,r1,train,0 days 00:00:00.108198000,0 days 00:00:00.018888000
d10_ringnorm,e7_GaussianProcessClassifier,r1,test0,0 days 00:00:00.108198000,0 days 00:00:00.005122000
d10_ringnorm,e7_GaussianProcessClassifier,r1,test1,0 days 00:00:00.108198000,0 days 00:00:00.006348000
d10_ringnorm,e8_MLPClassifier,r0,train,0 days 00:00:00.470575000,0 days 00:00:00.001376000
d10_ringnorm,e8_MLPClassifier,r0,test0,0 days 00:00:00.470575000,0 days 00:00:00.000560000
d10_ringnorm,e8_MLPClassifier,r0,test1,0 days 00:00:00.470575000,0 days 00:00:00.002061000
d10_ringnorm,e8_MLPClassifier,r1,train,0 days 00:00:00.100724000,0 days 00:00:00.001018000
d10_ringnorm,e8_MLPClassifier,r1,test0,0 days 00:00:00.100724000,0 days 00:00:00.000597000
d10_ringnorm,e8_MLPClassifier,r1,test1,0 days 00:00:00.100724000,0 days 00:00:00.000572000
d10_ringnorm,e9_Perceptron,r0,train,0 days 00:00:00.001123000,0 days 00:00:00.000183000
d10_ringnorm,e9_Perceptron,r0,test0,0 days 00:00:00.001123000,0 days 00:00:00.000170000
d10_ringnorm,e9_Perceptron,r0,test1,0 days 00:00:00.001123000,0 days 00:00:00.000172000
d10_ringnorm,e9_Perceptron,r1,train,0 days 00:00:00.000986000,0 days 00:00:00.000175000
d10_ringnorm,e9_Perceptron,r1,test0,0 days 00:00:00.000986000,0 days 00:00:00.000237000
d10_ringnorm,e9_Perceptron,r1,test1,0 days 00:00:00.000986000,0 days 00:00:00.000157000
d11_credit-g,e0_ExtraTreesClassifier,r0,train,0 days 00:00:00.669366000,0 days 00:00:00.073040000
d11_credit-g,e0_ExtraTreesClassifier,r0,test0,0 days 00:00:00.669366000,0 days 00:00:00.045108000
d11_credit-g,e0_ExtraTreesClassifier,r0,test1,0 days 00:00:00.669366000,0 days 00:00:00.046446000
d11_credit-g,e0_ExtraTreesClassifier,r1,train,0 days 00:00:00.634596000,0 days 00:00:00.072724000
d11_credit-g,e0_ExtraTreesClassifier,r1,test0,0 days 00:00:00.634596000,0 days 00:00:00.051973000
d11_credit-g,e0_ExtraTreesClassifier,r1,test1,0 days 00:00:00.634596000,0 days 00:00:00.048473000
d11_credit-g,e1_RandomForestClassifier,r0,train,0 days 00:00:00.696568000,0 days 00:00:00.061098000
d11_credit-g,e1_RandomForestClassifier,r0,test0,0 days 00:00:00.696568000,0 days 00:00:00.043395000
d11_credit-g,e1_RandomForestClassifier,r0,test1,0 days 00:00:00.696568000,0 days 00:00:00.045871000
d11_credit-g,e1_RandomForestClassifier,r1,train,0 days 00:00:00.692340000,0 days 00:00:00.061432000
d11_credit-g,e1_RandomForestClassifier,r1,test0,0 days 00:00:00.692340000,0 days 00:00:00.045519000
d11_credit-g,e1_RandomForestClassifier,r1,test1,0 days 00:00:00.692340000,0 days 00:00:00.044855000
d11_credit-g,e2_DecisionTreeClassifier,r0,train,0 days 00:00:00.002691000,0 days 00:00:00.000246000
d11_credit-g,e2_DecisionTreeClassifier,r0,test0,0 days 00:00:00.002691000,0 days 00:00:00.000297000
d11_credit-g,e2_DecisionTreeClassifier,r0,test1,0 days 00:00:00.002691000,0 days 00:00:00.000255000
d11_credit-g,e2_DecisionTreeClassifier,r1,train,0 days 00:00:00.002728000,0 days 00:00:00.000359000
d11_credit-g,e2_DecisionTreeClassifier,r1,test0,0 days 00:00:00.002728000,0 days 00:00:00.000294000
d11_credit-g,e2_DecisionTreeClassifier,r1,test1,0 days 00:00:00.002728000,0 days 00:00:00.000254000
d11_credit-g,e3_AdaBoostClassifier,r0,train,0 days 00:00:00.068728000,0 days 00:00:00.007509000
d11_credit-g,e3_AdaBoostClassifier,r0,test0,0 days 00:00:00.068728000,0 days 00:00:00.005125000
d11_credit-g,e3_AdaBoostClassifier,r0,test1,0 days 00:00:00.068728000,0 days 00:00:00.005402000
d11_credit-g,e3_AdaBoostClassifier,r1,train,0 days 00:00:00.069538000,0 days 00:00:00.007507000
d11_credit-g,e3_AdaBoostClassifier,r1,test0,0 days 00:00:00.069538000,0 days 00:00:00.005119000
d11_credit-g,e3_AdaBoostClassifier,r1,test1,0 days 00:00:00.069538000,0 days 00:00:00.005529000
d11_credit-g,e4_GaussianNB,r0,train,0 days 00:00:00.000889000,0 days 00:00:00.000448000
d11_credit-g,e4_GaussianNB,r0,test0,0 days 00:00:00.000889000,0 days 00:00:00.000409000
d11_credit-g,e4_GaussianNB,r0,test1,0 days 00:00:00.000889000,0 days 00:00:00.000379000
d11_credit-g,e4_GaussianNB,r1,train,0 days 00:00:00.000868000,0 days 00:00:00.000416000
d11_credit-g,e4_GaussianNB,r1,test0,0 days 00:00:00.000868000,0 days 00:00:00.000334000
d11_credit-g,e4_GaussianNB,r1,test1,0 days 00:00:00.000868000,0 days 00:00:00.000346000
d11_credit-g,e5_KNeighborsClassifier,r0,train,0 days 00:00:00.000769000,0 days 00:00:00.002828000
d11_credit-g,e5_KNeighborsClassifier,r0,test0,0 days 00:00:00.000769000,0 days 00:00:00.001536000
d11_credit-g,e5_KNeighborsClassifier,r0,test1,0 days 00:00:00.000769000,0 days 00:00:00.001372000
d11_credit-g,e5_KNeighborsClassifier,r1,train,0 days 00:00:00.000806000,0 days 00:00:00.002915000
d11_credit-g,e5_KNeighborsClassifier,r1,test0,0 days 00:00:00.000806000,0 days 00:00:00.001393000
d11_credit-g,e5_KNeighborsClassifier,r1,test1,0 days 00:00:00.000806000,0 days 00:00:00.001430000
d11_credit-g,e6_SVC,r0,train,0 days 00:00:00.018608000,0 days 00:00:00.012714000
d11_credit-g,e6_SVC,r0,test0,0 days 00:00:00.018608000,0 days 00:00:00.004399000
d11_credit-g,e6_SVC,r0,test1,0 days 00:00:00.018608000,0 days 00:00:00.004431000
d11_credit-g,e6_SVC,r1,train,0 days 00:00:00.019287000,0 days 00:00:00.012613000
d11_credit-g,e6_SVC,r1,test0,0 days 00:00:00.019287000,0 days 00:00:00.004427000
d11_credit-g,e6_SVC,r1,test1,0 days 00:00:00.019287000,0 days 00:00:00.004301000
d11_credit-g,e7_GaussianProcessClassifier,r0,train,0 days 00:00:00.103425000,0 days 00:00:00.017652000
d11_credit-g,e7_GaussianProcessClassifier,r0,test0,0 days 00:00:00.103425000,0 days 00:00:00.006947000
d11_credit-g,e7_GaussianProcessClassifier,r0,test1,0 days 00:00:00.103425000,0 days 00:00:00.006828000
d11_credit-g,e7_GaussianProcessClassifier,r1,train,0 days 00:00:00.131880000,0 days 00:00:00.021010000
d11_credit-g,e7_GaussianProcessClassifier,r1,test0,0 days 00:00:00.131880000,0 days 00:00:00.006545000
d11_credit-g,e7_GaussianProcessClassifier,r1,test1,0 days 00:00:00.131880000,0 days 00:00:00.007472000
d11_credit-g,e8_MLPClassifier,r0,train,0 days 00:00:00.100224000,0 days 00:00:00.000887000
d11_credit-g,e8_MLPClassifier,r0,test0,0 days 00:00:00.100224000,0 days 00:00:00.000713000
d11_credit-g,e8_MLPClassifier,r0,test1,0 days 00:00:00.100224000,0 days 00:00:00.000632000
d11_credit-g,e8_MLPClassifier,r1,train,0 days 00:00:00.033613000,0 days 00:00:00.000734000
d11_credit-g,e8_MLPClassifier,r1,test0,0 days 00:00:00.033613000,0 days 00:00:00.001230000
d11_credit-g,e8_MLPClassifier,r1,test1,0 days 00:00:00.033613000,0 days 00:00:00.000660000
d11_credit-g,e9_Perceptron,r0,train,0 days 00:00:00.001034000,0 days 00:00:00.000445000
d11_credit-g,e9_Perceptron,r0,test0,0 days 00:00:00.001034000,0 days 00:00:00.000360000
d11_credit-g,e9_Perceptron,r0,test1,0 days 00:00:00.001034000,0 days 00:00:00.000331000
d11_credit-g,e9_Perceptron,r1,train,0 days 00:00:00.000910000,0 days 00:00:00.000237000
d11_credit-g,e9_Perceptron,r1,test0,0 days 00:00:00.000910000,0 days 00:00:00.000311000
d11_credit-g,e9_Perceptron,r1,test1,0 days 00:00:00.000910000,0 days 00:00:00.000237000
