@RELATION evaluation_times

@ATTRIBUTE train_size REAL
@ATTRIBUTE fit_time INTEGER
@ATTRIBUTE score_time INTEGER
@ATTRIBUTE dataset_name {d0_speeddating, d1_mammography, d2_iris, d3_climate-model-simulation-crashes, d4_diabetes, d5_ilpd, d6_kc2, d7_steel-plates-fault, d8_segment, d9_hepatitis, d10_ringnorm, d11_credit-g}
@ATTRIBUTE estimator_name {e0_ExtraTreesClassifier, e1_RandomForestClassifier, e2_DecisionTreeClassifier, e3_AdaBoostClassifier, e4_GaussianNB, e5_KNeighborsClassifier, e6_SVC, e7_GaussianProcessClassifier, e8_MLPClassifier, e9_Perceptron}
@ATTRIBUTE repetition {r0, r1}
@ATTRIBUTE split {train, test0, test1}

@DATA
0.6,'0 days 00:00:00.001681','0 days 00:00:00.000468',d3_climate-model-simulation-crashes,e4_GaussianNB,r0,test0
0.6,'0 days 00:00:00.001681','0 days 00:00:00.000425',d3_climate-model-simulation-crashes,e4_GaussianNB,r0,test1
0.6,'0 days 00:00:00.002115','0 days 00:00:00.000434',d3_climate-model-simulation-crashes,e4_GaussianNB,r1,train
0.6,'0 days 00:00:00.002115','0 days 00:00:00.000765',d3_climate-model-simulation-crashes,e4_GaussianNB,r1,test0
0.6,'0 days 00:00:00.002115','0 days 00:00:00.000366',d3_climate-model-simulation-crashes,e4_GaussianNB,r1,test1
0.6,'0 days 00:00:00.001041','0 days 00:00:00.002827',d3_climate-model-simulation-crashes,e5_KNeighborsClassifier,r0,train
0.6,'0 days 00:00:00.001041','0 days 00:00:00.002148',d3_climate-model-simulation-crashes,e5_KNeighborsClassifier,r0,test0
0.6,'0 days 00:00:00.001041','0 days 00:00:00.002347',d3_climate-model-simulation-crashes,e5_KNeighborsClassifier,r0,test1
0.6,'0 days 00:00:00.001370','0 days 00:00:00.002974',d3_climate-model-simulation-crashes,e5_KNeighborsClassifier,r1,train
0.6,'0 days 00:00:00.001370','0 days 00:00:00.001803',d3_climate-model-simulation-crashes,e5_KNeighborsClassifier,r1,test0
0.6,'0 days 00:00:00.001370','0 days 00:00:00.001679',d3_climate-model-simulation-crashes,e5_KNeighborsClassifier,r1,test1
0.6,'0 days 00:00:00.011556','0 days 00:00:00.007609',d3_climate-model-simulation-crashes,e6_SVC,r0,train
0.6,'0 days 00:00:00.011556','0 days 00:00:00.002674',d3_climate-model-simulation-crashes,e6_SVC,r0,test0
0.6,'0 days 00:00:00.011556','0 days 00:00:00.003062',d3_climate-model-simulation-crashes,e6_SVC,r0,test1
0.6,'0 days 00:00:00.011564','0 days 00:00:00.007535',d3_climate-model-simulation-crashes,e6_SVC,r1,train
0.6,'0 days 00:00:00.011564','0 days 00:00:00.003407',d3_climate-model-simulation-crashes,e6_SVC,r1,test0
0.6,'0 days 00:00:00.011564','0 days 00:00:00.002577',d3_climate-model-simulation-crashes,e6_SVC,r1,test1
0.6,'0 days 00:00:00.131720','0 days 00:00:00.019270',d3_climate-model-simulation-crashes,e7_GaussianProcessClassifier,r0,train
0.6,'0 days 00:00:00.131720','0 days 00:00:00.002215',d3_climate-model-simulation-crashes,e7_GaussianProcessClassifier,r0,test0
0.6,'0 days 00:00:00.131720','0 days 00:00:00.003259',d3_climate-model-simulation-crashes,e7_GaussianProcessClassifier,r0,test1
0.6,'0 days 00:00:00.061529','0 days 00:00:00.008254',d3_climate-model-simulation-crashes,e7_GaussianProcessClassifier,r1,train
0.6,'0 days 00:00:00.061529','0 days 00:00:00.002292',d3_climate-model-simulation-crashes,e7_GaussianProcessClassifier,r1,test0
0.6,'0 days 00:00:00.061529','0 days 00:00:00.004579',d3_climate-model-simulation-crashes,e7_GaussianProcessClassifier,r1,test1
0.6,'0 days 00:00:00.345394','0 days 00:00:00.003295',d3_climate-model-simulation-crashes,e8_MLPClassifier,r0,train
0.6,'0 days 00:00:00.345394','0 days 00:00:00.000541',d3_climate-model-simulation-crashes,e8_MLPClassifier,r0,test0
0.6,'0 days 00:00:00.345394','0 days 00:00:00.002772',d3_climate-model-simulation-crashes,e8_MLPClassifier,r0,test1
0.6,'0 days 00:00:00.023047','0 days 00:00:00.000740',d3_climate-model-simulation-crashes,e8_MLPClassifier,r1,train
0.6,'0 days 00:00:00.023047','0 days 00:00:00.004677',d3_climate-model-simulation-crashes,e8_MLPClassifier,r1,test0
0.6,'0 days 00:00:00.023047','0 days 00:00:00.001411',d3_climate-model-simulation-crashes,e8_MLPClassifier,r1,test1
0.6,'0 days 00:00:00.001456','0 days 00:00:00.000235',d3_climate-model-simulation-crashes,e9_Perceptron,r0,train
0.6,'0 days 00:00:00.001456','0 days 00:00:00.000245',d3_climate-model-simulation-crashes,e9_Perceptron,r0,test0
0.6,'0 days 00:00:00.001456','0 days 00:00:00.000221',d3_climate-model-simulation-crashes,e9_Perceptron,r0,test1
0.6,'0 days 00:00:00.001108','0 days 00:00:00.000182',d3_climate-model-simulation-crashes,e9_Perceptron,r1,train
0.6,'0 days 00:00:00.001108','0 days 00:00:00.000237',d3_climate-model-simulation-crashes,e9_Perceptron,r1,test0
0.6,'0 days 00:00:00.001108','0 days 00:00:00.000301',d3_climate-model-simulation-crashes,e9_Perceptron,r1,test1
0.6,'0 days 00:00:00.993493','0 days 00:00:00.099431',d4_diabetes,e0_ExtraTreesClassifier,r0,train
0.6,'0 days 00:00:00.993493','0 days 00:00:00.075543',d4_diabetes,e0_ExtraTreesClassifier,r0,test0
0.6,'0 days 00:00:00.993493','0 days 00:00:00.078400',d4_diabetes,e0_ExtraTreesClassifier,r0,test1
0.6,'0 days 00:00:01.004565','0 days 00:00:00.099170',d4_diabetes,e0_ExtraTreesClassifier,r1,train
0.6,'0 days 00:00:01.004565','0 days 00:00:00.074971',d4_diabetes,e0_ExtraTreesClassifier,r1,test0
0.6,'0 days 00:00:01.004565','0 days 00:00:00.068915',d4_diabetes,e0_ExtraTreesClassifier,r1,test1
0.6,'0 days 00:00:01.021331','0 days 00:00:00.075558',d4_diabetes,e1_RandomForestClassifier,r0,train
0.6,'0 days 00:00:01.021331','0 days 00:00:00.056829',d4_diabetes,e1_RandomForestClassifier,r0,test0
0.6,'0 days 00:00:01.021331','0 days 00:00:00.057930',d4_diabetes,e1_RandomForestClassifier,r0,test1
0.6,'0 days 00:00:01.049115','0 days 00:00:00.075688',d4_diabetes,e1_RandomForestClassifier,r1,train
0.6,'0 days 00:00:01.049115','0 days 00:00:00.053461',d4_diabetes,e1_RandomForestClassifier,r1,test0
0.6,'0 days 00:00:01.049115','0 days 00:00:00.060186',d4_diabetes,e1_RandomForestClassifier,r1,test1
0.6,'0 days 00:00:00.003620','0 days 00:00:00.000538',d4_diabetes,e2_DecisionTreeClassifier,r0,train
0.6,'0 days 00:00:00.003620','0 days 00:00:00.000376',d4_diabetes,e2_DecisionTreeClassifier,r0,test0
0.6,'0 days 00:00:00.003620','0 days 00:00:00.000261',d4_diabetes,e2_DecisionTreeClassifier,r0,test1
0.6,'0 days 00:00:00.003120','0 days 00:00:00.000273',d4_diabetes,e2_DecisionTreeClassifier,r1,train
0.6,'0 days 00:00:00.003120','0 days 00:00:00.000242',d4_diabetes,e2_DecisionTreeClassifier,r1,test0
0.6,'0 days 00:00:00.003120','0 days 00:00:00.000295',d4_diabetes,e2_DecisionTreeClassifier,r1,test1
0.6,'0 days 00:00:00.140634','0 days 00:00:00.010618',d4_diabetes,e3_AdaBoostClassifier,r0,train
0.6,'0 days 00:00:00.140634','0 days 00:00:00.007125',d4_diabetes,e3_AdaBoostClassifier,r0,test0
0.6,'0 days 00:00:00.140634','0 days 00:00:00.007673',d4_diabetes,e3_AdaBoostClassifier,r0,test1
0.6,'0 days 00:00:00.144930','0 days 00:00:00.010487',d4_diabetes,e3_AdaBoostClassifier,r1,train
0.6,'0 days 00:00:00.144930','0 days 00:00:00.008350',d4_diabetes,e3_AdaBoostClassifier,r1,test0
0.6,'0 days 00:00:00.144930','0 days 00:00:00.007394',d4_diabetes,e3_AdaBoostClassifier,r1,test1
0.6,'0 days 00:00:00.002580','0 days 00:00:00.000414',d4_diabetes,e4_GaussianNB,r0,train
0.6,'0 days 00:00:00.002580','0 days 00:00:00.000377',d4_diabetes,e4_GaussianNB,r0,test0
0.6,'0 days 00:00:00.002580','0 days 00:00:00.000351',d4_diabetes,e4_GaussianNB,r0,test1
0.6,'0 days 00:00:00.002069','0 days 00:00:00.000407',d4_diabetes,e4_GaussianNB,r1,train
0.6,'0 days 00:00:00.002069','0 days 00:00:00.000499',d4_diabetes,e4_GaussianNB,r1,test0
0.6,'0 days 00:00:00.002069','0 days 00:00:00.000379',d4_diabetes,e4_GaussianNB,r1,test1
0.6,'0 days 00:00:00.001726','0 days 00:00:00.003463',d4_diabetes,e5_KNeighborsClassifier,r0,train
0.6,'0 days 00:00:00.001726','0 days 00:00:00.001604',d4_diabetes,e5_KNeighborsClassifier,r0,test0
0.6,'0 days 00:00:00.001726','0 days 00:00:00.002156',d4_diabetes,e5_KNeighborsClassifier,r0,test1
0.6,'0 days 00:00:00.001068','0 days 00:00:00.002593',d4_diabetes,e5_KNeighborsClassifier,r1,train
0.6,'0 days 00:00:00.001068','0 days 00:00:00.001652',d4_diabetes,e5_KNeighborsClassifier,r1,test0
0.6,'0 days 00:00:00.001068','0 days 00:00:00.001614',d4_diabetes,e5_KNeighborsClassifier,r1,test1
0.6,'0 days 00:00:00.021739','0 days 00:00:00.012713',d4_diabetes,e6_SVC,r0,train
0.6,'0 days 00:00:00.021739','0 days 00:00:00.004215',d4_diabetes,e6_SVC,r0,test0
0.6,'0 days 00:00:00.021739','0 days 00:00:00.004563',d4_diabetes,e6_SVC,r0,test1
0.6,'0 days 00:00:00.017394','0 days 00:00:00.011609',d4_diabetes,e6_SVC,r1,train
0.6,'0 days 00:00:00.017394','0 days 00:00:00.004831',d4_diabetes,e6_SVC,r1,test0
0.6,'0 days 00:00:00.017394','0 days 00:00:00.005740',d4_diabetes,e6_SVC,r1,test1
0.6,'0 days 00:00:00.374580','0 days 00:00:00.025965',d4_diabetes,e7_GaussianProcessClassifier,r0,train
0.6,'0 days 00:00:00.374580','0 days 00:00:00.007622',d4_diabetes,e7_GaussianProcessClassifier,r0,test0
0.6,'0 days 00:00:00.374580','0 days 00:00:00.004812',d4_diabetes,e7_GaussianProcessClassifier,r0,test1
0.6,'0 days 00:00:00.264240','0 days 00:00:00.017530',d4_diabetes,e7_GaussianProcessClassifier,r1,train
0.6,'0 days 00:00:00.264240','0 days 00:00:00.004760',d4_diabetes,e7_GaussianProcessClassifier,r1,test0
0.6,'0 days 00:00:00.264240','0 days 00:00:00.018799',d4_diabetes,e7_GaussianProcessClassifier,r1,test1
0.6,'0 days 00:00:00.244291','0 days 00:00:00.006906',d4_diabetes,e8_MLPClassifier,r0,train
0.6,'0 days 00:00:00.244291','0 days 00:00:00.002268',d4_diabetes,e8_MLPClassifier,r0,test0
0.6,'0 days 00:00:00.244291','0 days 00:00:00.002426',d4_diabetes,e8_MLPClassifier,r0,test1
0.6,'0 days 00:00:00.193202','0 days 00:00:00.000884',d4_diabetes,e8_MLPClassifier,r1,train
0.6,'0 days 00:00:00.193202','0 days 00:00:00.003165',d4_diabetes,e8_MLPClassifier,r1,test0
0.6,'0 days 00:00:00.193202','0 days 00:00:00.001870',d4_diabetes,e8_MLPClassifier,r1,test1
0.6,'0 days 00:00:00.001997','0 days 00:00:00.000340',d4_diabetes,e9_Perceptron,r0,train
0.6,'0 days 00:00:00.001997','0 days 00:00:00.000352',d4_diabetes,e9_Perceptron,r0,test0
0.6,'0 days 00:00:00.001997','0 days 00:00:00.000533',d4_diabetes,e9_Perceptron,r0,test1
0.6,'0 days 00:00:00.001214','0 days 00:00:00.000196',d4_diabetes,e9_Perceptron,r1,train
0.6,'0 days 00:00:00.001214','0 days 00:00:00.000349',d4_diabetes,e9_Perceptron,r1,test0
0.6,'0 days 00:00:00.001214','0 days 00:00:00.000198',d4_diabetes,e9_Perceptron,r1,test1
0.6,'0 days 00:00:00.933744','0 days 00:00:00.089657',d5_ilpd,e0_ExtraTreesClassifier,r0,train
0.6,'0 days 00:00:00.933744','0 days 00:00:00.061870',d5_ilpd,e0_ExtraTreesClassifier,r0,test0
0.6,'0 days 00:00:00.933744','0 days 00:00:00.061011',d5_ilpd,e0_ExtraTreesClassifier,r0,test1
0.6,'0 days 00:00:00.884530','0 days 00:00:00.087141',d5_ilpd,e0_ExtraTreesClassifier,r1,train
0.6,'0 days 00:00:00.884530','0 days 00:00:00.067016',d5_ilpd,e0_ExtraTreesClassifier,r1,test0
0.6,'0 days 00:00:00.884530','0 days 00:00:00.064612',d5_ilpd,e0_ExtraTreesClassifier,r1,test1
0.6,'0 days 00:00:01.018833','0 days 00:00:00.070483',d5_ilpd,e1_RandomForestClassifier,r0,train
0.6,'0 days 00:00:01.018833','0 days 00:00:00.054036',d5_ilpd,e1_RandomForestClassifier,r0,test0
0.6,'0 days 00:00:01.018833','0 days 00:00:00.056937',d5_ilpd,e1_RandomForestClassifier,r0,test1
0.6,'0 days 00:00:01.046841','0 days 00:00:00.072131',d5_ilpd,e1_RandomForestClassifier,r1,train
0.6,'0 days 00:00:01.046841','0 days 00:00:00.055281',d5_ilpd,e1_RandomForestClassifier,r1,test0
0.6,'0 days 00:00:01.046841','0 days 00:00:00.058162',d5_ilpd,e1_RandomForestClassifier,r1,test1
0.6,'0 days 00:00:00.003822','0 days 00:00:00.000585',d5_ilpd,e2_DecisionTreeClassifier,r0,train
0.6,'0 days 00:00:00.003822','0 days 00:00:00.000402',d5_ilpd,e2_DecisionTreeClassifier,r0,test0
0.6,'0 days 00:00:00.003822','0 days 00:00:00.000752',d5_ilpd,e2_DecisionTreeClassifier,r0,test1
0.6,'0 days 00:00:00.003288','0 days 00:00:00.000487',d5_ilpd,e2_DecisionTreeClassifier,r1,train
0.6,'0 days 00:00:00.003288','0 days 00:00:00.000394',d5_ilpd,e2_DecisionTreeClassifier,r1,test0
0.6,'0 days 00:00:00.003288','0 days 00:00:00.000456',d5_ilpd,e2_DecisionTreeClassifier,r1,test1
0.6,'0 days 00:00:00.122525','0 days 00:00:00.009450',d5_ilpd,e3_AdaBoostClassifier,r0,train
0.6,'0 days 00:00:00.122525','0 days 00:00:00.007786',d5_ilpd,e3_AdaBoostClassifier,r0,test0
0.6,'0 days 00:00:00.122525','0 days 00:00:00.008287',d5_ilpd,e3_AdaBoostClassifier,r0,test1
0.6,'0 days 00:00:00.135009','0 days 00:00:00.017135',d5_ilpd,e3_AdaBoostClassifier,r1,train
0.6,'0 days 00:00:00.135009','0 days 00:00:00.005899',d5_ilpd,e3_AdaBoostClassifier,r1,test0
0.6,'0 days 00:00:00.135009','0 days 00:00:00.005777',d5_ilpd,e3_AdaBoostClassifier,r1,test1
0.6,'0 days 00:00:00.000995','0 days 00:00:00.000412',d5_ilpd,e4_GaussianNB,r0,train
0.6,'0 days 00:00:00.000995','0 days 00:00:00.001188',d5_ilpd,e4_GaussianNB,r0,test0
0.6,'0 days 00:00:00.000995','0 days 00:00:00.000509',d5_ilpd,e4_GaussianNB,r0,test1
0.6,'0 days 00:00:00.002589','0 days 00:00:00.001135',d5_ilpd,e4_GaussianNB,r1,train
0.6,'0 days 00:00:00.002589','0 days 00:00:00.001099',d5_ilpd,e4_GaussianNB,r1,test0
0.6,'0 days 00:00:00.002589','0 days 00:00:00.001328',d5_ilpd,e4_GaussianNB,r1,test1
0.6,'0 days 00:00:00.000624','0 days 00:00:00.001907',d5_ilpd,e5_KNeighborsClassifier,r0,train
0.6,'0 days 00:00:00.000624','0 days 00:00:00.001007',d5_ilpd,e5_KNeighborsClassifier,r0,test0
0.6,'0 days 00:00:00.000624','0 days 00:00:00.000957',d5_ilpd,e5_KNeighborsClassifier,r0,test1
0.6,'0 days 00:00:00.000573','0 days 00:00:00.001924',d5_ilpd,e5_KNeighborsClassifier,r1,train
0.6,'0 days 00:00:00.000573','0 days 00:00:00.000983',d5_ilpd,e5_KNeighborsClassifier,r1,test0
0.6,'0 days 00:00:00.000573','0 days 00:00:00.000957',d5_ilpd,e5_KNeighborsClassifier,r1,test1
0.6,'0 days 00:00:00.006645','0 days 00:00:00.004171',d5_ilpd,e6_SVC,r0,train
0.6,'0 days 00:00:00.006645','0 days 00:00:00.001573',d5_ilpd,e6_SVC,r0,test0
0.6,'0 days 00:00:00.006645','0 days 00:00:00.001632',d5_ilpd,e6_SVC,r0,test1
0.6,'0 days 00:00:00.007115','0 days 00:00:00.004239',d5_ilpd,e6_SVC,r1,train
0.6,'0 days 00:00:00.007115','0 days 00:00:00.001797',d5_ilpd,e6_SVC,r1,test0
0.6,'0 days 00:00:00.007115','0 days 00:00:00.001507',d5_ilpd,e6_SVC,r1,test1
0.6,'0 days 00:00:00.051702','0 days 00:00:00.005664',d5_ilpd,e7_GaussianProcessClassifier,r0,train
0.6,'0 days 00:00:00.051702','0 days 00:00:00.002229',d5_ilpd,e7_GaussianProcessClassifier,r0,test0
0.6,'0 days 00:00:00.051702','0 days 00:00:00.002215',d5_ilpd,e7_GaussianProcessClassifier,r0,test1
0.6,'0 days 00:00:00.050275','0 days 00:00:00.005660',d5_ilpd,e7_GaussianProcessClassifier,r1,train
0.6,'0 days 00:00:00.050275','0 days 00:00:00.002203',d5_ilpd,e7_GaussianProcessClassifier,r1,test0
0.6,'0 days 00:00:00.050275','0 days 00:00:00.002687',d5_ilpd,e7_GaussianProcessClassifier,r1,test1
0.6,'0 days 00:00:00.023881','0 days 00:00:00.000604',d5_ilpd,e8_MLPClassifier,r0,train
0.6,'0 days 00:00:00.023881','0 days 00:00:00.000507',d5_ilpd,e8_MLPClassifier,r0,test0
0.6,'0 days 00:00:00.023881','0 days 00:00:00.000528',d5_ilpd,e8_MLPClassifier,r0,test1
0.6,'0 days 00:00:00.017427','0 days 00:00:00.000595',d5_ilpd,e8_MLPClassifier,r1,train
0.6,'0 days 00:00:00.017427','0 days 00:00:00.002202',d5_ilpd,e8_MLPClassifier,r1,test0
0.6,'0 days 00:00:00.017427','0 days 00:00:00.000553',d5_ilpd,e8_MLPClassifier,r1,test1
0.6,'0 days 00:00:00.001150','0 days 00:00:00.000245',d5_ilpd,e9_Perceptron,r0,train
0.6,'0 days 00:00:00.001150','0 days 00:00:00.000204',d5_ilpd,e9_Perceptron,r0,test0
0.6,'0 days 00:00:00.001150','0 days 00:00:00.000194',d5_ilpd,e9_Perceptron,r0,test1
0.6,'0 days 00:00:00.000645','0 days 00:00:00.000174',d5_ilpd,e9_Perceptron,r1,train
0.6,'0 days 00:00:00.000645','0 days 00:00:00.000204',d5_ilpd,e9_Perceptron,r1,test0
0.6,'0 days 00:00:00.000645','0 days 00:00:00.000201',d5_ilpd,e9_Perceptron,r1,test1
0.6,'0 days 00:00:00.499062','0 days 00:00:00.046696',d6_kc2,e0_ExtraTreesClassifier,r0,train
0.6,'0 days 00:00:00.499062','0 days 00:00:00.032911',d6_kc2,e0_ExtraTreesClassifier,r0,test0
0.6,'0 days 00:00:00.499062','0 days 00:00:00.034052',d6_kc2,e0_ExtraTreesClassifier,r0,test1
0.6,'0 days 00:00:00.514171','0 days 00:00:00.043736',d6_kc2,e0_ExtraTreesClassifier,r1,train
0.6,'0 days 00:00:00.514171','0 days 00:00:00.033475',d6_kc2,e0_ExtraTreesClassifier,r1,test0
0.6,'0 days 00:00:00.514171','0 days 00:00:00.032959',d6_kc2,e0_ExtraTreesClassifier,r1,test1
0.6,'0 days 00:00:00.594806','0 days 00:00:00.039889',d6_kc2,e1_RandomForestClassifier,r0,train
0.6,'0 days 00:00:00.594806','0 days 00:00:00.031252',d6_kc2,e1_RandomForestClassifier,r0,test0
0.6,'0 days 00:00:00.594806','0 days 00:00:00.036506',d6_kc2,e1_RandomForestClassifier,r0,test1
0.6,'0 days 00:00:00.594255','0 days 00:00:00.039676',d6_kc2,e1_RandomForestClassifier,r1,train
0.6,'0 days 00:00:00.594255','0 days 00:00:00.034403',d6_kc2,e1_RandomForestClassifier,r1,test0
0.6,'0 days 00:00:00.594255','0 days 00:00:00.031869',d6_kc2,e1_RandomForestClassifier,r1,test1
0.6,'0 days 00:00:00.001874','0 days 00:00:00.000139',d6_kc2,e2_DecisionTreeClassifier,r0,train
0.6,'0 days 00:00:00.001874','0 days 00:00:00.000150',d6_kc2,e2_DecisionTreeClassifier,r0,test0
0.6,'0 days 00:00:00.001874','0 days 00:00:00.000180',d6_kc2,e2_DecisionTreeClassifier,r0,test1
0.6,'0 days 00:00:00.002217','0 days 00:00:00.000154',d6_kc2,e2_DecisionTreeClassifier,r1,train
0.6,'0 days 00:00:00.002217','0 days 00:00:00.000143',d6_kc2,e2_DecisionTreeClassifier,r1,test0
0.6,'0 days 00:00:00.002217','0 days 00:00:00.000144',d6_kc2,e2_DecisionTreeClassifier,r1,test1
0.6,'0 days 00:00:00.077831','0 days 00:00:00.005433',d6_kc2,e3_AdaBoostClassifier,r0,train
0.6,'0 days 00:00:00.077831','0 days 00:00:00.004116',d6_kc2,e3_AdaBoostClassifier,r0,test0
0.6,'0 days 00:00:00.077831','0 days 00:00:00.004199',d6_kc2,e3_AdaBoostClassifier,r0,test1
0.6,'0 days 00:00:00.076589','0 days 00:00:00.005412',d6_kc2,e3_AdaBoostClassifier,r1,train
0.6,'0 days 00:00:00.076589','0 days 00:00:00.004412',d6_kc2,e3_AdaBoostClassifier,r1,test0
0.6,'0 days 00:00:00.076589','0 days 00:00:00.004936',d6_kc2,e3_AdaBoostClassifier,r1,test1
0.6,'0 days 00:00:00.000891','0 days 00:00:00.000258',d6_kc2,e4_GaussianNB,r0,train
0.6,'0 days 00:00:00.000891','0 days 00:00:00.000244',d6_kc2,e4_GaussianNB,r0,test0
0.6,'0 days 00:00:00.000891','0 days 00:00:00.000234',d6_kc2,e4_GaussianNB,r0,test1
0.6,'0 days 00:00:00.001357','0 days 00:00:00.000564',d6_kc2,e4_GaussianNB,r1,train
0.6,'0 days 00:00:00.001357','0 days 00:00:00.000228',d6_kc2,e4_GaussianNB,r1,test0
0.6,'0 days 00:00:00.001357','0 days 00:00:00.000223',d6_kc2,e4_GaussianNB,r1,test1
0.6,'0 days 00:00:00.000684','0 days 00:00:00.001581',d6_kc2,e5_KNeighborsClassifier,r0,train
0.6,'0 days 00:00:00.000684','0 days 00:00:00.000975',d6_kc2,e5_KNeighborsClassifier,r0,test0
0.6,'0 days 00:00:00.000684','0 days 00:00:00.001021',d6_kc2,e5_KNeighborsClassifier,r0,test1
0.6,'0 days 00:00:00.000691','0 days 00:00:00.001765',d6_kc2,e5_KNeighborsClassifier,r1,train
0.6,'0 days 00:00:00.000691','0 days 00:00:00.000880',d6_kc2,e5_KNeighborsClassifier,r1,test0
0.6,'0 days 00:00:00.000691','0 days 00:00:00.000916',d6_kc2,e5_KNeighborsClassifier,r1,test1
0.6,'0 days 00:00:00.004804','0 days 00:00:00.003253',d6_kc2,e6_SVC,r0,train
0.6,'0 days 00:00:00.004804','0 days 00:00:00.001162',d6_kc2,e6_SVC,r0,test0
0.6,'0 days 00:00:00.004804','0 days 00:00:00.001075',d6_kc2,e6_SVC,r0,test1
0.6,'0 days 00:00:00.004900','0 days 00:00:00.003118',d6_kc2,e6_SVC,r1,train
0.6,'0 days 00:00:00.004900','0 days 00:00:00.001156',d6_kc2,e6_SVC,r1,test0
0.6,'0 days 00:00:00.004900','0 days 00:00:00.001056',d6_kc2,e6_SVC,r1,test1
0.6,'0 days 00:00:00.058344','0 days 00:00:00.005499',d6_kc2,e7_GaussianProcessClassifier,r0,train
0.6,'0 days 00:00:00.058344','0 days 00:00:00.001920',d6_kc2,e7_GaussianProcessClassifier,r0,test0
0.6,'0 days 00:00:00.058344','0 days 00:00:00.002400',d6_kc2,e7_GaussianProcessClassifier,r0,test1
0.6,'0 days 00:00:00.061601','0 days 00:00:00.006763',d6_kc2,e7_GaussianProcessClassifier,r1,train
0.6,'0 days 00:00:00.061601','0 days 00:00:00.002193',d6_kc2,e7_GaussianProcessClassifier,r1,test0
0.6,'0 days 00:00:00.061601','0 days 00:00:00.002190',d6_kc2,e7_GaussianProcessClassifier,r1,test1
0.6,'0 days 00:00:00.008251','0 days 00:00:00.000477',d6_kc2,e8_MLPClassifier,r0,train
0.6,'0 days 00:00:00.008251','0 days 00:00:00.000404',d6_kc2,e8_MLPClassifier,r0,test0
0.6,'0 days 00:00:00.008251','0 days 00:00:00.000423',d6_kc2,e8_MLPClassifier,r0,test1
0.6,'0 days 00:00:00.008019','0 days 00:00:00.000443',d6_kc2,e8_MLPClassifier,r1,train
0.6,'0 days 00:00:00.008019','0 days 00:00:00.002009',d6_kc2,e8_MLPClassifier,r1,test0
0.6,'0 days 00:00:00.008019','0 days 00:00:00.000425',d6_kc2,e8_MLPClassifier,r1,test1
0.6,'0 days 00:00:00.000938','0 days 00:00:00.000146',d6_kc2,e9_Perceptron,r0,train
0.6,'0 days 00:00:00.000938','0 days 00:00:00.000139',d6_kc2,e9_Perceptron,r0,test0
0.6,'0 days 00:00:00.000938','0 days 00:00:00.000132',d6_kc2,e9_Perceptron,r0,test1
0.6,'0 days 00:00:00.000722','0 days 00:00:00.000115',d6_kc2,e9_Perceptron,r1,train
0.6,'0 days 00:00:00.000722','0 days 00:00:00.000138',d6_kc2,e9_Perceptron,r1,test0
0.6,'0 days 00:00:00.000722','0 days 00:00:00.000154',d6_kc2,e9_Perceptron,r1,test1
0.6,'0 days 00:00:00.924541','0 days 00:00:00.121008',d7_steel-plates-fault,e0_ExtraTreesClassifier,r0,train
0.6,'0 days 00:00:00.924541','0 days 00:00:00.068186',d7_steel-plates-fault,e0_ExtraTreesClassifier,r0,test0
0.6,'0 days 00:00:00.924541','0 days 00:00:00.063728',d7_steel-plates-fault,e0_ExtraTreesClassifier,r0,test1
0.6,'0 days 00:00:00.997291','0 days 00:00:00.157019',d7_steel-plates-fault,e0_ExtraTreesClassifier,r1,train
0.6,'0 days 00:00:00.997291','0 days 00:00:00.081165',d7_steel-plates-fault,e0_ExtraTreesClassifier,r1,test0
0.6,'0 days 00:00:00.997291','0 days 00:00:00.066277',d7_steel-plates-fault,e0_ExtraTreesClassifier,r1,test1
0.6,'0 days 00:00:01.792268','0 days 00:00:00.103174',d7_steel-plates-fault,e1_RandomForestClassifier,r0,train
0.6,'0 days 00:00:01.792268','0 days 00:00:00.056410',d7_steel-plates-fault,e1_RandomForestClassifier,r0,test0
0.6,'0 days 00:00:01.792268','0 days 00:00:00.056240',d7_steel-plates-fault,e1_RandomForestClassifier,r0,test1
0.6,'0 days 00:00:01.723699','0 days 00:00:00.109601',d7_steel-plates-fault,e1_RandomForestClassifier,r1,train
0.6,'0 days 00:00:01.723699','0 days 00:00:00.057942',d7_steel-plates-fault,e1_RandomForestClassifier,r1,test0
0.6,'0 days 00:00:01.723699','0 days 00:00:00.056814',d7_steel-plates-fault,e1_RandomForestClassifier,r1,test1
0.6,'0 days 00:00:00.019873','0 days 00:00:00.000399',d7_steel-plates-fault,e2_DecisionTreeClassifier,r0,train
0.6,'0 days 00:00:00.019873','0 days 00:00:00.000210',d7_steel-plates-fault,e2_DecisionTreeClassifier,r0,test0
0.6,'0 days 00:00:00.019873','0 days 00:00:00.000196',d7_steel-plates-fault,e2_DecisionTreeClassifier,r0,test1
0.6,'0 days 00:00:00.020954','0 days 00:00:00.000350',d7_steel-plates-fault,e2_DecisionTreeClassifier,r1,train
0.6,'0 days 00:00:00.020954','0 days 00:00:00.000207',d7_steel-plates-fault,e2_DecisionTreeClassifier,r1,test0
0.6,'0 days 00:00:00.020954','0 days 00:00:00.000233',d7_steel-plates-fault,e2_DecisionTreeClassifier,r1,test1
0.6,'0 days 00:00:00.182094','0 days 00:00:00.020775',d7_steel-plates-fault,e3_AdaBoostClassifier,r0,train
