mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_coef0,param_degree,param_gamma,param_max_iter,param_random_state,param_tol,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0011954784393310546,0.00043964385986328125,0.9148148148148149,0.9148157054001324,2000,1.0,3,0.001,500000,12345,50,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,0.0001376956280396529,7.663086170859738e-05,0.003311601362780725,0.0008323392336100025
0.013535690307617188,0.0020809173583984375,0.9148148148148149,1.0,100,0.73,5,0.3,-1,12345,1e-05,1,0.908256880733945,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.9158878504672897,1.0,0.0005017166149079482,9.132993928006237e-05,0.003311601362780725,0.0
0.0010076522827148437,0.0003773689270019531,0.9148148148148149,0.9148157054001324,1,4.2,3,0.3,-1,12345,100,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,4.447375077204145e-05,2.715352117694474e-05,0.003311601362780725,0.0008323392336100025
0.0009798526763916016,0.00036611557006835935,0.9148148148148149,0.9148157054001324,1000,0.73,6,0.15,-1,12345,50,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,5.0427643075570246e-06,1.2442252234313487e-05,0.003311601362780725,0.0008323392336100025
0.016045570373535156,0.002582263946533203,0.9092592592592592,1.0,100,0.73,5,auto,-1,12345,1e-05,47,0.908256880733945,1.0,0.8981481481481481,1.0,0.9074074074074074,1.0,0.9166666666666666,1.0,0.9158878504672897,1.0,0.002048084193491884,0.0003679560639885739,0.006727574332405585,0.0
0.0028133392333984375,0.0007377147674560546,0.9148148148148149,1.0,10,0.0,2,0.2,-1,12345,1,1,0.908256880733945,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.9158878504672897,1.0,8.812319657003259e-05,2.785210698415279e-05,0.003311601362780725,0.0
0.011351776123046876,0.002164936065673828,0.9148148148148149,1.0,2000,1.0,2,0.1,500000,12345,0.01,1,0.908256880733945,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.9158878504672897,1.0,0.00023524133793347495,2.4531221165049744e-05,0.003311601362780725,0.0
0.001015472412109375,0.00035572052001953125,0.9148148148148149,0.9148157054001324,1000,1.0,3,0.001,500000,12345,50,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,5.703925209447158e-05,6.0032264289923534e-06,0.003311601362780725,0.0008323392336100025
0.0009871482849121093,0.0003525257110595703,0.9148148148148149,0.9148157054001324,10,0.73,5,0.2,-1,12345,100,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,1.3190905157330476e-05,2.3194096578627225e-06,0.003311601362780725,0.0008323392336100025
0.0009857177734375,0.0003535747528076172,0.9148148148148149,0.9148157054001324,200,2.0,5,0.2,500000,12345,10,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,1.3605827854227093e-05,2.0174213219934634e-06,0.003311601362780725,0.0008323392336100025
0.014448881149291992,0.002378368377685547,0.9092592592592592,1.0,1000,0.73,6,0.05,-1,12345,1e-05,47,0.908256880733945,1.0,0.8981481481481481,1.0,0.9074074074074074,1.0,0.9166666666666666,1.0,0.9158878504672897,1.0,9.400793479821217e-05,2.974546731306764e-05,0.006727574332405585,0.0
0.014773988723754882,0.0023978233337402345,0.9092592592592592,1.0,10,0.73,3,0.05,500000,12345,1e-05,47,0.908256880733945,1.0,0.8981481481481481,1.0,0.9074074074074074,1.0,0.9166666666666666,1.0,0.9158878504672897,1.0,0.0005686441475284446,0.00011555441908957396,0.006727574332405585,0.0
0.010706281661987305,0.001979160308837891,0.9148148148148149,1.0,10,2.0,2,0.3,500000,12345,0.01,1,0.908256880733945,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.9158878504672897,1.0,8.571333279681158e-05,4.95165944314541e-05,0.003311601362780725,0.0
0.013802003860473634,0.0008600711822509766,0.8592592592592593,1.0,2000,4.2,7,0.001,-1,12345,1e-05,60,0.8715596330275229,1.0,0.8148148148148148,1.0,0.8333333333333334,1.0,0.8981481481481481,1.0,0.8785046728971962,1.0,0.0009249237460424004,1.2225643512280368e-05,0.030592366747306043,0.0
0.0010157108306884765,0.00035543441772460936,0.9148148148148149,0.9148157054001324,1000,0.73,2,0.15,500000,12345,100,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,4.098952786870926e-05,4.407585147205865e-06,0.003311601362780725,0.0008323392336100025
0.014435911178588867,0.0023502826690673826,0.9092592592592592,1.0,2000,2.0,7,auto,500000,12345,1e-05,47,0.908256880733945,1.0,0.8981481481481481,1.0,0.9074074074074074,1.0,0.9166666666666666,1.0,0.9158878504672897,1.0,8.5665570486754e-05,2.1890617075441918e-05,0.006727574332405585,0.0
0.007037544250488281,0.0008867263793945312,0.8648148148148148,1.0,2000,0.5,6,0.001,-1,12345,1,59,0.8715596330275229,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.9074074074074074,1.0,0.8785046728971962,1.0,0.0003180194851164921,2.36860908918219e-05,0.028382695476571723,0.0
0.0009935379028320312,0.00035796165466308596,0.9148148148148149,0.9148157054001324,200,0.73,3,0.1,-1,12345,50,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,1.5594397738725097e-05,9.13563250728666e-06,0.003311601362780725,0.0008323392336100025
0.00308685302734375,0.0007914066314697266,0.8925925925925926,1.0,100,1.0,6,0.05,-1,12345,1,56,0.8990825688073395,1.0,0.8703703703703703,1.0,0.8981481481481481,1.0,0.8981481481481481,1.0,0.897196261682243,1.0,0.00010852371652647097,1.7769207301987295e-05,0.011127109915653553,0.0
0.0010235309600830078,0.00036454200744628906,0.9148148148148149,0.9148157054001324,200,1.0,4,0.2,-1,12345,100,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,5.7103514377544924e-05,2.269213878805362e-05,0.003311601362780725,0.0008323392336100025
0.0009947776794433593,0.0003551006317138672,0.9148148148148149,0.9148157054001324,200,0.0,7,0.001,-1,12345,10,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,1.01249047062348e-05,5.677366663412939e-06,0.003311601362780725,0.0008323392336100025
0.0009825706481933593,0.0003531932830810547,0.9148148148148149,0.9148157054001324,200,2.0,9,0.2,-1,12345,100,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,9.418469394621535e-06,1.489686904126483e-06,0.003311601362780725,0.0008323392336100025
0.001012897491455078,0.00036411285400390626,0.9148148148148149,0.9148157054001324,10,0.5,7,0.001,500000,12345,50,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,4.252029424530581e-05,1.5416964613302716e-05,0.003311601362780725,0.0008323392336100025
0.003064727783203125,0.0007998943328857422,0.8925925925925926,1.0,2000,4.2,8,auto,-1,12345,1,56,0.8990825688073395,1.0,0.8703703703703703,1.0,0.8981481481481481,1.0,0.8981481481481481,1.0,0.897196261682243,1.0,5.163787572197754e-05,1.847828586241434e-05,0.011127109915653553,0.0
0.0009985923767089843,0.0003641605377197266,0.9148148148148149,0.9148157054001324,10,0.0,3,auto,500000,12345,100,1,0.908256880733945,0.9164733178654292,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9166666666666666,0.9143518518518519,0.9158878504672897,0.9145496535796767,1.1585867383785578e-05,1.2303507555290327e-05,0.003311601362780725,0.0008323392336100025
