mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_algorithm,param_learning_rate,param_n_estimators,param_random_state,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.09623007774353028,0.003392457962036133,0.917,0.9774990324203632,SAMME.R,0.9,30,12345,17,0.8905472636815921,0.9749687108886108,0.9353233830845771,0.9749687108886108,0.905,0.98375,0.9346733668341709,0.9737827715355806,0.9195979899497487,0.9800249687890137,0.0012262903197948441,5.480412909414193e-05,0.017333049670074534,0.003796593191059758
0.1636652946472168,0.0052764892578125,0.923,0.9939974921835816,SAMME.R,0.75,50,12345,13,0.9402985074626866,0.9924906132665833,0.9303482587064676,0.9899874843554443,0.9,0.995,0.9346733668341709,0.9962546816479401,0.9095477386934674,0.9962546816479401,0.0102425889066405,1.718030450952128e-05,0.015489648905981724,0.002430871338850269
0.09494376182556152,0.003325223922729492,0.906,0.961751512892989,SAMME.R,0.5,30,12345,23,0.9054726368159204,0.9662077596996246,0.9303482587064676,0.9574468085106383,0.875,0.9675,0.9195979899497487,0.9625468164794008,0.8994974874371859,0.9550561797752809,0.0001671416610107586,1.9970313636180805e-05,0.01888456223128475,0.004835156932141686
0.09520511627197266,0.003326606750488281,0.92,0.9764971589799358,SAMME.R,0.85,30,12345,16,0.9154228855721394,0.9787234042553191,0.945273631840796,0.9699624530663329,0.89,0.97375,0.9447236180904522,0.9800249687890137,0.9045226130653267,0.9800249687890137,0.000592683199264336,2.8154962966495936e-05,0.02195248386376117,0.004002407174752154
0.15092101097106933,0.003849029541015625,0.892,0.9392461734315211,SAMME,0.9,50,12345,28,0.8855721393034826,0.9361702127659575,0.9203980099502488,0.9336670838548186,0.87,0.94125,0.9246231155778895,0.9363295880149812,0.8592964824120602,0.9488139825218477,0.0005620702018391444,1.5379014831778075e-05,0.026302554925518005,0.005378708705970544
0.15913071632385253,0.0052699089050292965,0.936,0.9959981195283116,SAMME.R,0.85,50,12345,6,0.9353233830845771,0.9924906132665833,0.9552238805970149,0.9949937421777222,0.9,0.9975,0.9547738693467337,0.9975031210986267,0.9346733668341709,0.9975031210986267,0.0014138158344557668,4.370300351398833e-05,0.020101305966591793,0.002004848046260935
0.2222456932067871,0.007144260406494141,0.939,1.0,SAMME.R,0.9,70,12345,4,0.9203980099502488,1.0,0.9601990049751243,1.0,0.925,1.0,0.964824120603015,1.0,0.9246231155778895,1.0,0.0015144340787784894,3.527157722777168e-05,0.019311246026747636,0.0
0.2842665672302246,0.009000253677368165,0.942,1.0,SAMME.R,0.75,90,12345,1,0.9502487562189055,1.0,0.9601990049751243,1.0,0.935,1.0,0.9547738693467337,1.0,0.9095477386934674,1.0,0.0002978272213135627,4.0494790309910324e-05,0.018223508921361282,0.0
0.1210827350616455,0.0032288074493408204,0.875,0.9135036429744421,SAMME,0.65,40,12345,36,0.8557213930348259,0.9161451814768461,0.9203980099502488,0.9198998748435544,0.835,0.91,0.8944723618090452,0.916354556803995,0.8693467336683417,0.9051186017478152,0.00038183913821599364,4.266336428027147e-05,0.02984588362604191,0.005265009931828359
0.09540309906005859,0.0033573150634765626,0.911,0.9662468320263,SAMME.R,0.65,30,12345,20,0.8905472636815921,0.967459324155194,0.9353233830845771,0.9574468085106383,0.915,0.96875,0.9195979899497487,0.9700374531835206,0.8944723618090452,0.9675405742821473,0.00042588797207054717,1.2803410680266122e-05,0.01659122604630358,0.004499310585534611
0.15833721160888672,0.005262947082519532,0.934,0.9829993515614868,SAMME.R,0.5,50,12345,9,0.9353233830845771,0.981226533166458,0.9402985074626866,0.9799749687108886,0.91,0.99,0.9597989949748744,0.982521847690387,0.9246231155778895,0.9812734082397003,0.000501821862112849,4.106080181672166e-05,0.016537086710812228,0.0035918169648615594
0.12087550163269042,0.0032110214233398438,0.881,0.926996472260113,SAMME,0.9,40,12345,32,0.8905472636815921,0.9198998748435544,0.9054726368159204,0.9286608260325406,0.865,0.92375,0.8894472361809045,0.9350811485642946,0.8542713567839196,0.9275905118601748,0.0004792152850399073,3.040299660854784e-05,0.018608373297763547,0.0050869681441507095
0.09069719314575195,0.002529621124267578,0.876,0.919754899226405,SAMME,1,30,12345,35,0.900497512437811,0.918648310387985,0.9353233830845771,0.9299123904881101,0.825,0.92125,0.8693467336683417,0.9101123595505618,0.8492462311557789,0.9188514357053683,0.0002902488080166699,2.231832231135415e-05,0.038722651782826384,0.006331339694664799
0.1541151523590088,0.004017496109008789,0.891,0.9272539707093292,SAMME,0.75,50,12345,29,0.900497512437811,0.9424280350438048,0.900497512437811,0.918648310387985,0.885,0.93,0.9095477386934674,0.9213483146067416,0.8592964824120602,0.9238451935081149,0.004107169657958065,0.00014321052891322385,0.017661786389475524,0.008465776170770555
0.0911062240600586,0.002580118179321289,0.863,0.9122577043089131,SAMME,0.9,30,12345,38,0.8756218905472637,0.9161451814768461,0.9303482587064676,0.9261576971214017,0.82,0.9075,0.8592964824120602,0.9051186017478152,0.8291457286432161,0.9063670411985019,0.000594939508630955,9.881101465636186e-05,0.03929784768941965,0.007957697235604284
0.28479433059692383,0.009084320068359375,0.942,1.0,SAMME.R,0.65,90,12345,1,0.9353233830845771,1.0,0.945273631840796,1.0,0.935,1.0,0.9597989949748744,1.0,0.9346733668341709,1.0,0.0003197841841610015,0.00011030312332562425,0.009728326732204537,0.0
