mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_algorithm,param_metric,param_n_neighbors,param_weights,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.005939197540283203,0.01183013916015625,0.984,1.0,ball_tree,l2,2,distance,28,0.9800498753117207,1.0,0.985,1.0,0.9875,1.0,0.995,1.0,0.9724310776942355,1.0,0.0010759453573542185,0.0022397357318363446,0.007528583627404408,0.0
0.0058135509490966795,0.030115032196044923,0.9875,0.9911251549805294,brute,euclidean,2,uniform,2,0.9825436408977556,0.9924953095684803,0.9875,0.991875,0.9925,0.99,0.995,0.99,0.9799498746867168,0.9912554653341662,0.0029765805699705156,0.004922560083598154,0.005705064251258553,0.00099885127990036
0.007440090179443359,0.010091400146484375,0.989,0.9929999989257808,kd_tree,l1,2,uniform,1,0.9825436408977556,0.9931207004377736,0.99,0.99375,0.9925,0.991875,0.995,0.993125,0.9849624060150376,0.9931292941911305,0.0033820664216903697,0.004120354449328452,0.004632498117942704,0.000612378246434865
0.008029365539550781,0.013167667388916015,0.9865,0.9866249199706718,kd_tree,euclidean,9,uniform,11,0.9850374064837906,0.9874921826141339,0.9875,0.98625,0.9925,0.98625,0.9925,0.985,0.974937343358396,0.9881324172392255,0.0018297083979199272,0.003731539061258466,0.006457636081156068,0.001090521653828747
0.0043609619140625,0.04392299652099609,0.9865,0.9866249199706718,brute,euclidean,9,uniform,11,0.9850374064837906,0.9874921826141339,0.9875,0.98625,0.9925,0.98625,0.9925,0.985,0.974937343358396,0.9881324172392255,0.0008467269183821092,0.024927321395939228,0.006457636081156068,0.001090521653828747
0.007746124267578125,0.021641111373901366,0.987,1.0,brute,l1,3,distance,3,0.9825436408977556,1.0,0.9925,1.0,0.99,1.0,0.995,1.0,0.974937343358396,1.0,0.0057732687936536435,0.010923507518689297,0.007325335491694257,0.0
0.008232784271240235,0.0213594913482666,0.987,0.9931249989257809,ball_tree,manhattan,3,uniform,3,0.9825436408977556,0.9931207004377736,0.9925,0.99375,0.99,0.9925,0.995,0.993125,0.974937343358396,0.9931292941911305,0.003863387987352095,0.005840489219346943,0.007325335491694257,0.0003952940491095208
0.0064208984375,0.041620063781738284,0.9865,0.9866249199706718,brute,l2,9,uniform,11,0.9850374064837906,0.9874921826141339,0.9875,0.98625,0.9925,0.98625,0.9925,0.985,0.974937343358396,0.9881324172392255,0.003820316192013254,0.017733610398438873,0.006457636081156068,0.001090521653828747
0.006284761428833008,0.03632349967956543,0.987,1.0,brute,euclidean,3,distance,3,0.9875311720698254,1.0,0.985,1.0,0.9925,1.0,0.995,1.0,0.974937343358396,1.0,0.0025115480060122425,0.015587524451620385,0.006981071052027515,0.0
0.009241437911987305,0.02771792411804199,0.987,1.0,ball_tree,manhattan,3,distance,3,0.9825436408977556,1.0,0.9925,1.0,0.99,1.0,0.995,1.0,0.974937343358396,1.0,0.003506665929422273,0.009499645905966136,0.007325335491694257,0.0
0.004902410507202149,0.014638614654541016,0.985,1.0,brute,cityblock,2,distance,22,0.9825436408977556,1.0,0.985,1.0,0.99,1.0,0.9925,1.0,0.974937343358396,1.0,0.00020441789294433493,0.0012165136492602883,0.006136818399290919,0.0
0.005752468109130859,0.009716463088989259,0.9865,1.0,kd_tree,manhattan,4,distance,11,0.9800498753117207,1.0,0.9925,1.0,0.99,1.0,0.995,1.0,0.974937343358396,1.0,0.0009275691608202462,0.0017921846940721251,0.007688548755203239,0.0
0.004633665084838867,0.035547637939453126,0.985,0.9866249199706718,brute,l2,7,uniform,22,0.9850374064837906,0.9874921826141339,0.9875,0.985625,0.99,0.986875,0.99,0.985,0.9724310776942355,0.9881324172392255,0.001152693693649684,0.009311364039051221,0.006539637087051006,0.001159951497895226
0.0065001964569091795,0.01342182159423828,0.984,1.0,ball_tree,l2,1,uniform,28,0.9800498753117207,1.0,0.985,1.0,0.9875,1.0,0.995,1.0,0.9724310776942355,1.0,0.0005109309237858793,0.0007105301101678783,0.007528583627404408,0.0
0.006256484985351562,0.014420175552368164,0.985,0.9866249199706718,ball_tree,l2,7,uniform,22,0.9850374064837906,0.9874921826141339,0.9875,0.985625,0.99,0.986875,0.99,0.985,0.9724310776942355,0.9881324172392255,0.0005960269276283625,0.002255912687830019,0.006539637087051006,0.001159951497895226
0.007451295852661133,0.019219112396240235,0.986,0.9893752328614192,ball_tree,l1,4,uniform,16,0.9825436408977556,0.9912445278298937,0.99,0.98875,0.99,0.98875,0.9925,0.98875,0.974937343358396,0.9893816364772018,0.003101814597664807,0.007825467570710724,0.006454497661776286,0.0009661317796713254
0.005265712738037109,0.021294689178466795,0.986,0.9884999984374995,brute,cityblock,9,uniform,16,0.9850374064837906,0.9899937460913071,0.9875,0.9875,0.9925,0.988125,0.995,0.986875,0.9699248120300752,0.9900062460961899,0.0029199788560296657,0.007566711030334641,0.00876578053388159,0.001286958016997479
0.006682300567626953,0.009708547592163086,0.987,0.9931249989257809,kd_tree,l1,3,uniform,3,0.9825436408977556,0.9931207004377736,0.9925,0.99375,0.99,0.9925,0.995,0.993125,0.974937343358396,0.9931292941911305,0.0007861469283311928,0.0019139885934702375,0.007325335491694257,0.0003952940491095208
