mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_random_state,param_splitter,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.040830230712890624,0.0006917953491210937,0.7063369397217929,0.7604316871316202,entropy,40,0.5,30,0.0001,3,12345,best,160,0.690537084398977,0.7561290322580645,0.6846153846153846,0.7620889748549323,0.6984536082474226,0.763683193818416,0.7409326424870466,0.757556270096463,0.7176165803108808,0.7627009646302251,0.00335399589431949,0.0001632953615901667,0.020514159344177333,0.0030083012078180663
0.0016937732696533203,0.0003448963165283203,0.6321483771251932,0.6762089704539584,gini,25,log2,50,1,4,12345,random,1126,0.6521739130434783,0.7019354838709677,0.6282051282051282,0.6750483558994197,0.6262886597938144,0.657437218287186,0.6321243523316062,0.6655948553054662,0.6217616580310881,0.6810289389067524,0.0003317112610096832,7.422343724752464e-05,0.010593654599570458,0.01517544552507023
0.0016385555267333985,0.00034008026123046877,0.613086038124678,0.6227486589833173,entropy,5,0.33,,0.005,0.001,12345,random,1367,0.6163682864450127,0.6270967741935484,0.5820512820512821,0.6228239845261122,0.6056701030927835,0.6220218931101095,0.6373056994818653,0.6205787781350482,0.6243523316062176,0.6212218649517685,0.00040575181950633837,8.955905694003503e-05,0.018670395598378638,0.002301280137825799
0.003058719635009766,0.0004691600799560547,0.6671818650180319,0.6890798227104188,entropy,5,0.5,35,0.0001,2,12345,random,616,0.680306905370844,0.6980645161290323,0.6384615384615384,0.6911669890393295,0.6829896907216495,0.6703155183515775,0.6735751295336787,0.6836012861736335,0.6606217616580311,0.7022508038585209,0.00014439290534207252,4.8236362353779906e-05,0.016342477910002325,0.011319621938658526
0.0067519664764404295,0.0005209922790527343,0.6707882534775889,0.7475464032745496,gini,30,sqrt,35,0.0001,4,12345,best,559,0.6521739130434783,0.7470967741935484,0.6820512820512821,0.7382333978078659,0.6417525773195877,0.74243399871217,0.6813471502590673,0.7446945337620579,0.6968911917098446,0.7652733118971061,0.000190212810851304,5.580693988739752e-05,0.020530141003601628,0.009332174093652038
0.002510261535644531,0.0004742145538330078,0.6331787738279238,0.6626825729971577,gini,,0.33,35,0.001,0.01,12345,random,1112,0.649616368286445,0.6761290322580645,0.6333333333333333,0.6608639587362991,0.6288659793814433,0.6664520283322601,0.6580310880829016,0.6707395498392283,0.5958549222797928,0.6392282958199357,9.012580541524137e-05,9.093723426556555e-06,0.02140126328267969,0.012754147652806738
0.012053155899047851,0.0004890918731689453,0.5899021123132406,0.6083040400481599,entropy,5,0.25,40,0.05,0.005,12345,best,1579,0.5856777493606138,0.6012903225806452,0.5230769230769231,0.5918762088974855,0.6030927835051546,0.5949774629748873,0.6088082901554405,0.6295819935691318,0.6295336787564767,0.6237942122186495,0.0013527896112626246,7.704670409188345e-05,0.03631905228062898,0.01542310127977584
0.006501054763793946,0.00043616294860839846,0.6718186501803194,0.9107405330627019,gini,30,log2,,0.0005,0.005,12345,best,546,0.6572890025575447,0.8987096774193548,0.6923076923076923,0.9239200515796261,0.6778350515463918,0.9092079845460399,0.6606217616580311,0.909967845659164,0.6709844559585493,0.9118971061093247,0.0010701507051365936,7.13367512900478e-05,0.012616742186745484,0.008033985410002779
0.0019649982452392576,0.0004424571990966797,0.5729005667181865,0.5863060769875907,entropy,15,sqrt,20,5,4,12345,random,1724,0.5728900255754475,0.5993548387096774,0.541025641025641,0.5886524822695035,0.5592783505154639,0.5891822279459111,0.6010362694300518,0.5704180064308682,0.5906735751295337,0.5839228295819936,0.0002809730494396269,2.4814506753406053e-05,0.021482143284290964,0.009403815170169083
0.008913278579711914,0.0004561901092529297,0.5610510046367851,0.5645288547045835,entropy,13,sqrt,5,1,3,12345,best,1799,0.5575447570332481,0.5651612903225807,0.558974358974359,0.5647969052224371,0.5670103092783505,0.5634256278171281,0.5647668393782384,0.5633440514469453,0.5569948186528497,0.5659163987138264,0.0010625753041159018,8.501253667029791e-05,0.004057055490817281,0.0010017956471390082
0.001684284210205078,0.00039925575256347654,0.5574446161772282,0.5535853497819587,gini,,sqrt,10,0.005,0.001,12345,random,1832,0.5626598465473146,0.555483870967742,0.5384615384615384,0.5615731785944552,0.5747422680412371,0.5511912427559562,0.5621761658031088,0.5389067524115756,0.5492227979274611,0.5607717041800643,0.00034100607223742593,8.165780296968744e-05,0.012473599666771243,0.008249199362114617
0.0025127410888671877,0.0004908561706542969,0.5857805255023184,0.6003369737067042,gini,15,0.5,10,5,2,12345,random,1626,0.5907928388746803,0.5980645161290322,0.5769230769230769,0.6054158607350096,0.5773195876288659,0.6039922730199614,0.6113989637305699,0.5884244372990354,0.572538860103627,0.6057877813504823,8.332999133652662e-05,7.705605855819879e-06,0.014160552557451554,0.006571760762407764
0.009021234512329102,0.0005404472351074219,0.6069036579082947,0.62043172389989,entropy,15,sqrt,10,0.05,5,12345,best,1438,0.6163682864450127,0.6283870967741936,0.5666666666666667,0.6196002578981302,0.6365979381443299,0.6181584030907921,0.6217616580310881,0.6096463022508039,0.5932642487046632,0.6263665594855305,0.0006171151891583651,3.00548913719605e-05,0.02450523241699212,0.0066437169470037905
0.0030398845672607424,0.000479888916015625,0.5677485832045337,0.5946749190410481,gini,15,,45,0.05,2,12345,random,1763,0.5907928388746803,0.6206451612903225,0.541025641025641,0.5751128304319794,0.5618556701030928,0.596909207984546,0.5803108808290155,0.5755627009646302,0.5647668393782384,0.6051446945337621,2.0262717998700517e-05,1.633221214684261e-05,0.017045590256413373,0.01753290574312473
0.0018468379974365234,0.0004597187042236328,0.5569294178258629,0.5562833256705348,entropy,17,log2,15,0.05,0.05,12345,random,1837,0.5294117647058824,0.5451612903225806,0.5692307692307692,0.5699548678272083,0.5463917525773195,0.5486155827430779,0.5932642487046632,0.5639871382636656,0.5466321243523317,0.5536977491961415,3.6944387853876414e-05,1.9031956282213512e-05,0.02210820809958667,0.009332083915175916
0.013021707534790039,0.0005257606506347656,0.6228748068006182,0.6501787297665176,entropy,10,sqrt,15,0.01,0.005,12345,best,1270,0.6086956521739131,0.6393548387096775,0.6256410256410256,0.655705996131528,0.6185567010309279,0.6600128783000644,0.6321243523316062,0.6527331189710611,0.6295336787564767,0.6430868167202572,0.001789776529411998,4.0409916570629316e-05,0.008461453222103864,0.0077619315034852775
0.0022213935852050783,0.0004474639892578125,0.6527563111798043,0.6719293334507503,gini,10,sqrt,45,0.001,0.01,12345,random,796,0.6317135549872123,0.6587096774193548,0.6205128205128205,0.6563507414571245,0.6829896907216495,0.6658081133290406,0.6761658031088082,0.6951768488745981,0.6528497409326425,0.6836012861736335,7.99156031583574e-05,1.0900084420136684e-05,0.024285585635346326,0.015043953094967814
0.0011933326721191406,0.00030059814453125,0.44307058217413703,0.4596865303002132,gini,30,sqrt,15,0.05,0.05,12345,random,1987,0.4322250639386189,0.447741935483871,0.43846153846153846,0.47130883301096066,0.44329896907216493,0.4694140373470702,0.48186528497409326,0.46237942122186493,0.41968911917098445,0.447588424437299,2.6799096742278656e-05,7.1643097011893065e-06,0.020880430483325645,0.010256622114123957
0.0015428543090820312,0.00037894248962402346,0.5955692941782587,0.5944169287265091,gini,10,log2,10,0.005,5,12345,random,1518,0.5856777493606138,0.5941935483870968,0.5897435897435898,0.6092843326885881,0.6030927835051546,0.5917578879587895,0.616580310880829,0.5890675241157556,0.582901554404145,0.5877813504823152,0.00023944573395434372,6.711736660732333e-05,0.012551824466264752,0.007756379638419498
