mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_algorithm,param_metric,param_n_neighbors,param_weights,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0022562026977539064,0.0014786243438720704,0.825,1.0,ball_tree,l2,2,distance,18,0.8235294117647058,1.0,0.8823529411764706,1.0,0.75,1.0,0.8,1.0,0.8666666666666667,1.0,0.0004883337597999159,0.0003353489794523004,0.047614670667191404,0.0
0.0008929729461669922,0.0008999824523925782,0.7625,0.8809821428571428,brute,euclidean,2,uniform,29,0.8235294117647058,0.8253968253968254,0.8235294117647058,0.8888888888888888,0.75,0.890625,0.5333333333333333,0.8923076923076924,0.8666666666666667,0.9076923076923077,5.885619413280277e-05,0.0001774653378922343,0.11617104107441632,0.028589962643315495
0.001434659957885742,0.0010880470275878907,0.825,0.8967574786324786,kd_tree,l1,2,uniform,18,0.8235294117647058,0.8888888888888888,0.8823529411764706,0.8888888888888888,0.875,0.890625,0.6666666666666666,0.9076923076923077,0.8666666666666667,0.9076923076923077,0.00019192405959129303,2.693543328080674e-05,0.07890177562056784,0.008950728198521324
0.0014110088348388671,0.0010335445404052734,0.8375,0.8344887057387057,kd_tree,euclidean,9,uniform,10,0.8235294117647058,0.8412698412698413,0.8235294117647058,0.8412698412698413,0.8125,0.84375,0.8666666666666667,0.8153846153846154,0.8666666666666667,0.8307692307692308,0.00024045741934510624,0.00017373809044467952,0.022955626419545308,0.0105502600146474
0.0008409023284912109,0.0007136821746826172,0.8375,0.8344887057387057,brute,euclidean,9,uniform,10,0.8235294117647058,0.8412698412698413,0.8235294117647058,0.8412698412698413,0.8125,0.84375,0.8666666666666667,0.8153846153846154,0.8666666666666667,0.8307692307692308,5.69615866051405e-06,1.6351134823206578e-05,0.022955626419545308,0.0105502600146474
0.001228189468383789,0.0009453773498535156,0.8625,1.0,brute,l1,3,distance,1,0.8235294117647058,1.0,0.8235294117647058,1.0,0.875,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,0.00020195855642399596,0.0001980201666612585,0.0402580524158053,0.0
0.000930023193359375,0.0006700038909912109,0.85,0.9246436202686203,ball_tree,manhattan,3,uniform,4,0.8235294117647058,0.8888888888888888,0.8235294117647058,0.9047619047619048,0.875,0.921875,0.8666666666666667,0.9384615384615385,0.8666666666666667,0.9692307692307692,1.3659033481479925e-05,1.3384947285243236e-05,0.02295562641954531,0.027785958329622457
0.0013423442840576171,0.0012396812438964845,0.8375,0.8344887057387057,brute,l2,9,uniform,10,0.8235294117647058,0.8412698412698413,0.8235294117647058,0.8412698412698413,0.8125,0.84375,0.8666666666666667,0.8153846153846154,0.8666666666666667,0.8307692307692308,0.00020110775466920057,2.0451589630108266e-05,0.022955626419545308,0.0105502600146474
0.0011461257934570312,0.0010464191436767578,0.7875,1.0,brute,euclidean,3,distance,25,0.7647058823529411,1.0,0.7058823529411765,1.0,0.8125,1.0,0.8,1.0,0.8666666666666667,1.0,0.00027102525583417274,0.0003678985480944664,0.053435869571503605,0.0
0.0013248443603515625,0.0009799003601074219,0.8625,1.0,ball_tree,manhattan,3,distance,1,0.8235294117647058,1.0,0.8235294117647058,1.0,0.875,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,0.0002556510917392334,0.00021090804517751716,0.0402580524158053,0.0
0.0009257316589355469,0.0006903648376464844,0.85,1.0,brute,cityblock,2,distance,4,0.8823529411764706,1.0,0.9411764705882353,1.0,0.75,1.0,0.8,1.0,0.8666666666666667,1.0,0.0001975891669230318,0.00014394943801741272,0.06715507368448513,0.0
0.0012938976287841797,0.000926351547241211,0.85,1.0,kd_tree,manhattan,4,distance,4,0.8235294117647058,1.0,0.8235294117647058,1.0,0.875,1.0,0.8666666666666667,1.0,0.8666666666666667,1.0,0.0002966401623367936,0.00020964386300994654,0.02295562641954531,0.0
0.0009340286254882812,0.0008460521697998047,0.825,0.843767551892552,brute,l2,7,uniform,18,0.8235294117647058,0.8412698412698413,0.7647058823529411,0.8412698412698413,0.8125,0.859375,0.8666666666666667,0.8461538461538461,0.8666666666666667,0.8307692307692308,0.00019640676543641663,0.0001655040298568631,0.03814799611831714,0.009281382498989568
0.0013009071350097655,0.0008674144744873046,0.825,1.0,ball_tree,l2,1,uniform,18,0.8235294117647058,1.0,0.8823529411764706,1.0,0.75,1.0,0.8,1.0,0.8666666666666667,1.0,0.0002723055235075774,0.00019044958476431407,0.047614670667191404,0.0
0.0009829998016357422,0.0007173061370849609,0.825,0.843767551892552,ball_tree,l2,7,uniform,18,0.8235294117647058,0.8412698412698413,0.7647058823529411,0.8412698412698413,0.8125,0.859375,0.8666666666666667,0.8461538461538461,0.8666666666666667,0.8307692307692308,1.9728615197821784e-05,1.5147068394337822e-05,0.03814799611831714,0.009281382498989568
0.001655435562133789,0.0011487007141113281,0.7875,0.9029594017094016,ball_tree,l1,4,uniform,25,0.7647058823529411,0.873015873015873,0.7647058823529411,0.9047619047619048,0.8125,0.90625,0.8,0.9076923076923077,0.8,0.9230769230769231,0.00014028218548766105,5.4995885010729826e-05,0.020109991663496127,0.016357304362273478
0.0016698837280273438,0.000998544692993164,0.8375,0.8344887057387057,brute,cityblock,9,uniform,10,0.8235294117647058,0.8412698412698413,0.8235294117647058,0.8412698412698413,0.8125,0.84375,0.8666666666666667,0.8153846153846154,0.8666666666666667,0.8307692307692308,0.0006678012896983047,4.1353467149963496e-05,0.022955626419545308,0.0105502600146474
