mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.4575193405151367,0.029209375381469727,0.85,1.0,gini,10,0.33,35,1,2,500,12345,6,0.8235294117647058,1.0,0.7647058823529411,1.0,0.875,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,0.02066844588442525,0.0013017284908569775,0.05633843810262351,0.0
0.4328437805175781,0.028184032440185545,0.8375,0.9498435592185592,entropy,5,0.33,45,0.05,4,500,12345,15,0.8235294117647058,0.9365079365079365,0.7647058823529411,0.9365079365079365,0.75,0.953125,0.9333333333333333,0.9692307692307692,0.9333333333333333,0.9538461538461539,0.006484600905284695,0.000704555189787918,0.078375822852734,0.012315276656028811
0.009616470336914063,0.000993204116821289,0.8625,1.0,gini,,,45,1,0.001,10,12345,1,0.8235294117647058,1.0,0.8235294117647058,1.0,0.9375,1.0,0.8666666666666667,1.0,0.8666666666666667,1.0,0.0001002546694837002,1.8400230913822528e-05,0.042154012671556274,0.0
0.17034320831298827,0.011302423477172852,0.85,1.0,gini,10,0.25,15,0.0005,0.005,200,12345,6,0.8235294117647058,1.0,0.7647058823529411,1.0,0.875,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,0.0009559178593753123,2.7827605383935445e-05,0.05633843810262351,0.0
0.08682584762573242,0.006121778488159179,0.85,1.0,entropy,10,log2,40,0.005,5,100,12345,6,0.8235294117647058,1.0,0.7647058823529411,1.0,0.8125,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,0.0013008121171654374,0.0003140812235163638,0.06767768914378755,0.0
0.1804659366607666,0.011229467391967774,0.8625,1.0,entropy,5,,35,0.001,0.05,200,12345,1,0.8823529411764706,1.0,0.7647058823529411,1.0,0.875,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,0.0034846136867696348,3.02366649374019e-05,0.055599451612474066,0.0
0.08784513473510742,0.005852937698364258,0.85,1.0,entropy,5,0.5,35,0.0005,0.005,100,12345,6,0.8235294117647058,1.0,0.7647058823529411,1.0,0.8125,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,0.000859980083472961,2.1059797988574544e-05,0.06767768914378755,0.0
0.435133695602417,0.02924628257751465,0.8375,0.9498916361416361,gini,5,0.5,,0.05,4,500,12345,15,0.8235294117647058,0.9365079365079365,0.7647058823529411,0.9365079365079365,0.75,0.96875,0.9333333333333333,0.9538461538461539,0.9333333333333333,0.9538461538461539,0.010736529818242134,0.001062846925842992,0.078375822852734,0.01220787565250659
0.04465851783752441,0.003222942352294922,0.8375,0.965666971916972,entropy,,0.5,20,3,0.001,50,12345,15,0.8823529411764706,0.9682539682539683,0.7647058823529411,0.9682539682539683,0.6875,0.96875,0.9333333333333333,0.9692307692307692,0.9333333333333333,0.9538461538461539,0.0010395260533117925,0.00015111427715478127,0.09745536937289728,0.005921529420904899
0.087398099899292,0.006130647659301758,0.8625,1.0,gini,5,0.5,50,0.005,0.05,100,12345,1,0.8235294117647058,1.0,0.7647058823529411,1.0,0.875,1.0,0.9333333333333333,1.0,0.9333333333333333,1.0,0.0014574006268023927,0.0003146516278622108,0.06532816856336278,0.0
0.08474950790405274,0.005843257904052735,0.85,0.9219558913308914,entropy,10,0.25,5,1,0.01,100,12345,6,0.8235294117647058,0.9047619047619048,0.8235294117647058,0.9365079365079365,0.75,0.953125,0.9333333333333333,0.9230769230769231,0.9333333333333333,0.8923076923076924,0.0007552406280327874,2.6900801138370524e-05,0.0700140042014005,0.021721790652203546
0.18007493019104004,0.01130208969116211,0.8625,1.0,entropy,40,,20,0.001,0.005,200,12345,1,0.8823529411764706,1.0,0.7647058823529411,1.0,0.875,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,0.0018313416303372384,9.965960488730661e-05,0.055599451612474066,0.0
0.08720345497131347,0.005903291702270508,0.85,1.0,entropy,20,log2,30,0.001,3,100,12345,6,0.8235294117647058,1.0,0.7647058823529411,1.0,0.875,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,0.0017781029656550535,4.978517908191756e-05,0.05633843810262351,0.0
0.44212708473205564,0.027630329132080078,0.85,1.0,entropy,30,log2,20,0.005,3,500,12345,6,0.8235294117647058,1.0,0.7647058823529411,1.0,0.875,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,0.013164473762640102,0.00016971826176550594,0.05633843810262351,0.0
0.017832279205322266,0.001565694808959961,0.825,1.0,gini,5,0.25,20,0.005,3,20,12345,20,0.7647058823529411,1.0,0.7647058823529411,1.0,0.8125,1.0,0.9333333333333333,1.0,0.8666666666666667,1.0,0.0005591273042201694,7.908125397945751e-05,0.06404942178796427,0.0
0.043885993957519534,0.0031948089599609375,0.8375,0.9341659035409036,entropy,,log2,,0.05,0.05,50,12345,15,0.8235294117647058,0.9047619047619048,0.8235294117647058,0.9206349206349206,0.75,0.953125,0.9333333333333333,0.9538461538461539,0.8666666666666667,0.9384615384615385,0.001657910872790837,4.34440261154417e-05,0.059124536229164006,0.019041505783899407
