mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_iter_predict,param_multi_class,param_n_restarts_optimizer,param_random_state,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.005866098403930664,0.0005661964416503907,0.6875,1.0,150,one_vs_one,12,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,0.00012976783127386016,1.1975544749574618e-05,0.14832603529083502,0.0
0.005893230438232422,0.0005544185638427735,0.6875,1.0,100,one_vs_one,7,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,6.753956924729137e-05,3.3056888604043987e-06,0.14832603529083502,0.0
0.005873918533325195,0.0005576610565185547,0.6875,1.0,100,one_vs_rest,2,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,8.128094642070855e-05,5.755722761919558e-06,0.14832603529083502,0.0
0.005938291549682617,0.0005595207214355469,0.6875,1.0,150,one_vs_rest,8,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,0.00015941943466360052,4.316364090970367e-06,0.14832603529083502,0.0
0.005893421173095703,0.0005534172058105468,0.6875,1.0,200,one_vs_rest,8,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,8.691086823508584e-05,3.6296047656984453e-06,0.14832603529083502,0.0
0.0058936595916748045,0.00055389404296875,0.6875,1.0,80,one_vs_one,5,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,9.358521764668462e-05,1.5771708878079632e-06,0.14832603529083502,0.0
0.0058882713317871095,0.0005552768707275391,0.6875,1.0,100,one_vs_one,5,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,8.045959798204086e-05,2.412626388678268e-06,0.14832603529083502,0.0
0.00588693618774414,0.0005612373352050781,0.6875,1.0,150,one_vs_one,5,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,9.046816153527424e-05,5.845875761519208e-06,0.14832603529083502,0.0
0.005892896652221679,0.000556039810180664,0.6875,1.0,150,one_vs_one,3,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,7.55425947623581e-05,4.3058157758595695e-06,0.14832603529083502,0.0
0.005884933471679688,0.0005720615386962891,0.6875,1.0,80,one_vs_rest,5,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,8.107190916864755e-05,3.2060553326934356e-05,0.14832603529083502,0.0
0.005928993225097656,0.0005581855773925781,0.6875,1.0,150,one_vs_one,2,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,0.00011628131425306649,5.414569393003505e-06,0.14832603529083502,0.0
0.005894994735717774,0.0005562782287597656,0.6875,1.0,200,one_vs_one,2,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,8.581248726182064e-05,3.113713782751943e-06,0.14832603529083502,0.0
0.005889034271240235,0.000560760498046875,0.6875,1.0,100,one_vs_one,8,12345,1,0.5294117647058824,1.0,0.7647058823529411,1.0,0.5,1.0,0.8666666666666667,1.0,0.8,1.0,8.612299523968149e-05,1.954450753395004e-06,0.14832603529083502,0.0
