mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.4218024253845215,0.02933354377746582,0.9533333333333334,1.0,gini,10,0.33,35,1,2,500,12345,9,0.9333333333333333,1.0,1.0,1.0,0.9666666666666667,1.0,0.9,1.0,0.9666666666666667,1.0,0.006038739963561901,0.0007378488019688394,0.03399346342395189,0.0
0.4170847415924072,0.02857632637023926,0.9466666666666667,0.96,entropy,5,0.33,45,0.05,4,500,12345,17,0.9333333333333333,0.9583333333333334,1.0,0.9583333333333334,0.9333333333333333,0.9583333333333334,0.9,0.9666666666666667,0.9666666666666667,0.9583333333333334,0.005557389781886818,0.0003133393950725479,0.03399346342395189,0.0033333333333333214
0.009597015380859376,0.0009988307952880859,0.9666666666666667,1.0,gini,,,45,1,0.001,10,12345,1,0.9666666666666667,1.0,1.0,1.0,0.9666666666666667,1.0,0.9333333333333333,1.0,0.9666666666666667,1.0,0.000416213464136999,5.725712396227411e-05,0.02108185106778919,0.0
0.17102537155151368,0.011739730834960938,0.9666666666666667,0.9966666666666667,gini,10,0.25,15,0.0005,0.005,200,12345,1,0.9666666666666667,1.0,1.0,0.9916666666666667,0.9666666666666667,0.9916666666666667,0.9333333333333333,1.0,0.9666666666666667,1.0,0.002254262583727117,6.65501380501088e-05,0.02108185106778919,0.004082482904638616
0.08853368759155274,0.006518411636352539,0.96,1.0,entropy,10,log2,40,0.005,5,100,12345,4,0.9666666666666667,1.0,1.0,1.0,0.9666666666666667,1.0,0.9,1.0,0.9666666666666667,1.0,0.0020651095909936367,0.0006572255805946671,0.03265986323710903,0.0
0.17391538619995117,0.01169271469116211,0.96,0.99,entropy,5,,35,0.001,0.05,200,12345,4,0.9666666666666667,0.9916666666666667,1.0,0.9916666666666667,0.9666666666666667,0.9916666666666667,0.9,0.9916666666666667,0.9666666666666667,0.9833333333333333,0.0010520184614106459,7.032004729178504e-05,0.03265986323710903,0.003333333333333366
0.0859870433807373,0.006052684783935547,0.9533333333333334,0.9949999999999999,entropy,5,0.5,35,0.0005,0.005,100,12345,9,0.9333333333333333,0.9916666666666667,1.0,1.0,0.9666666666666667,0.9916666666666667,0.9,1.0,0.9666666666666667,0.9916666666666667,0.0008600163047042959,3.686521789490413e-05,0.03399346342395189,0.004082482904638616
0.4244541168212891,0.028471612930297853,0.9533333333333334,0.9616666666666667,gini,5,0.5,,0.05,4,500,12345,9,0.9333333333333333,0.9583333333333334,1.0,0.9583333333333334,0.9666666666666667,0.9583333333333334,0.9,0.975,0.9666666666666667,0.9583333333333334,0.000999704478432411,3.731067183734662e-05,0.03399346342395189,0.006666666666666644
0.043025636672973634,0.003300762176513672,0.9533333333333334,0.97,entropy,,0.5,20,3,0.001,50,12345,9,0.9333333333333333,0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9,0.9833333333333333,0.9666666666666667,0.9666666666666667,0.00015993573222687423,0.0001564476919266714,0.03399346342395189,0.006666666666666644
0.08773245811462402,0.006083536148071289,0.9533333333333334,0.9816666666666667,gini,5,0.5,50,0.005,0.05,100,12345,9,0.9333333333333333,0.9833333333333333,1.0,0.975,0.9666666666666667,0.975,0.9,1.0,0.9666666666666667,0.975,0.001589638854930821,5.784300069234114e-05,0.03399346342395189,0.009718253158075509
