mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.5842007637023926,0.03719420433044433,0.957,0.9847481054657898,gini,10,0.33,35,1,2,500,12345,3,0.9402985074626866,0.983729662077597,0.9800995024875622,0.981226533166458,0.95,0.98625,0.9597989949748744,0.9837702871410736,0.9547738693467337,0.9887640449438202,0.0024461971183396746,0.0009129485851786172,0.013253796308149376,0.002560401693235598
0.5030667781829834,0.0360755443572998,0.934,0.9495011851581019,entropy,5,0.33,45,0.05,4,500,12345,11,0.9402985074626866,0.9499374217772215,0.9552238805970149,0.9486858573216521,0.91,0.955,0.9396984924623115,0.9438202247191011,0.9246231155778895,0.9500624219725343,0.004561355655305059,0.0014084223754110003,0.015416690366565258,0.0035687623850740083
0.020920610427856444,0.0015522003173828124,0.93,0.9889999851562268,gini,,,45,1,0.001,10,12345,13,0.9154228855721394,0.986232790988736,0.9552238805970149,0.9899874843554443,0.93,0.9925,0.9246231155778895,0.9875156054931336,0.9246231155778895,0.9887640449438202,0.0008281932918460981,0.00036742135150141374,0.013494537878853562,0.002151356451345005
0.21733345985412597,0.01436619758605957,0.956,0.9759999703124537,gini,10,0.25,15,0.0005,0.005,200,12345,4,0.9402985074626866,0.9762202753441802,0.9800995024875622,0.9762202753441802,0.96,0.975,0.9547738693467337,0.9712858926342073,0.9447236180904522,0.9812734082397003,0.0013959896859284712,6.548215646972588e-05,0.01396765110467519,0.0031977706349537076
0.1147756576538086,0.00787806510925293,0.954,0.979249349217733,entropy,10,log2,40,0.005,5,100,12345,5,0.945273631840796,0.9787234042553191,0.9751243781094527,0.9787234042553191,0.945,0.97875,0.9547738693467337,0.9812734082397003,0.949748743718593,0.978776529338327,0.0023748753575794784,8.587690274825757e-05,0.011176578094275883,0.0010122212614835193
0.27606863975524903,0.014174938201904297,0.914,0.9469961828065356,entropy,5,,35,0.001,0.05,200,12345,18,0.9104477611940298,0.9474342928660826,0.9701492537313433,0.9374217772215269,0.89,0.95,0.914572864321608,0.9450686641697877,0.8844221105527639,0.9550561797752809,0.0036182068664607605,0.0005752444384617084,0.030423634561611772,0.005823452235460829
0.11966753005981445,0.007347202301025391,0.937,0.960995574993086,entropy,5,0.5,35,0.0005,0.005,100,12345,10,0.9303482587064676,0.9561952440550688,0.9651741293532339,0.9549436795994993,0.925,0.965,0.949748743718593,0.9588014981273408,0.914572864321608,0.9700374531835206,0.0003074645478435501,4.799753870784786e-05,0.018157074158122236,0.005696903880334544
0.5328441143035889,0.03444108963012695,0.933,0.9472502472660114,gini,5,0.5,,0.05,4,500,12345,12,0.9253731343283582,0.9474342928660826,0.9651741293532339,0.9486858573216521,0.925,0.945,0.9396984924623115,0.9425717852684145,0.9095477386934674,0.9525593008739076,0.0010736472527451996,0.0004990048027761319,0.0187334693415779,0.003383268202416974
0.0680041790008545,0.00412592887878418,0.943,0.9754984082006377,entropy,,0.5,20,3,0.001,50,12345,8,0.945273631840796,0.9762202753441802,0.9601990049751243,0.9737171464330413,0.93,0.97125,0.949748743718593,0.9737827715355806,0.9296482412060302,0.982521847690387,0.0008263432407180949,3.346690350609604e-05,0.011782834798124616,0.0038474685009634805
0.11344976425170898,0.007464742660522461,0.941,0.9592474468710108,gini,5,0.5,50,0.005,0.05,100,12345,9,0.9303482587064676,0.9599499374217773,0.9651741293532339,0.9499374217772215,0.925,0.96625,0.964824120603015,0.9550561797752809,0.9195979899497487,0.9650436953807741,0.00027190939778458286,0.00018204819644169822,0.0198889112125257,0.006121585206462465
0.09974088668823242,0.006969451904296875,0.923,0.9354992937488964,entropy,10,0.25,5,1,0.01,100,12345,15,0.9104477611940298,0.9361702127659575,0.945273631840796,0.932415519399249,0.895,0.9375,0.9346733668341709,0.9275905118601748,0.9296482412060302,0.9438202247191011,0.0004776794766389068,3.3178067679165996e-05,0.01800281096190436,0.005399061867481873
0.3550774574279785,0.014868783950805663,0.923,0.967246835151305,entropy,40,,20,0.001,0.005,200,12345,15,0.9303482587064676,0.9624530663329162,0.9502487562189055,0.967459324155194,0.9,0.96375,0.9296482412060302,0.9712858926342073,0.9045226130653267,0.9712858926342073,0.00353193300269595,0.00043239372649972837,0.018510315794031434,0.003684594898675049
0.11693196296691895,0.007972288131713866,0.962,0.9869968585888416,entropy,20,log2,30,0.001,3,100,12345,2,0.9502487562189055,0.9849812265331664,0.9850746268656716,0.9824780976220275,0.97,0.9875,0.949748743718593,0.9887640449438202,0.9547738693467337,0.9912609238451935,0.0005600352121967704,0.0001184140766483789,0.01370533822666909,0.003034479351135544
0.5487313747406006,0.03617615699768066,0.964,0.9800002871098237,entropy,30,log2,20,0.005,3,500,12345,1,0.9601990049751243,0.981226533166458,0.9900497512437811,0.9787234042553191,0.95,0.98125,0.9597989949748744,0.9737827715355806,0.9597989949748744,0.9850187265917603,0.0047744751476601465,0.00045251575987704834,0.013620739264572003,0.0037023810250493474
0.02161550521850586,0.0019661426544189454,0.921,0.9480046230540985,gini,5,0.25,20,0.005,3,20,12345,17,0.9353233830845771,0.9524405506883604,0.9353233830845771,0.9536921151439299,0.885,0.94625,0.9346733668341709,0.9488139825218477,0.914572864321608,0.9388264669163545,0.00010251178265041108,2.357071235662002e-05,0.01967484631425204,0.00529145226090381
0.048779964447021484,0.003939580917358398,0.896,0.9105117609558764,entropy,,log2,,0.05,0.05,50,12345,20,0.9104477611940298,0.9224030037546934,0.9203980099502488,0.918648310387985,0.89,0.9175,0.8693467336683417,0.8863920099875156,0.8894472361809045,0.9076154806491885,0.00018229310560980108,0.00014414191825245023,0.017852671171191693,0.01301223580550268
0.20167760848999022,0.014258003234863282,0.95,0.9632512039081311,gini,5,log2,50,3,0.05,200,12345,6,0.9601990049751243,0.9699624530663329,0.9701492537313433,0.9586983729662077,0.935,0.96375,0.9447236180904522,0.9575530586766542,0.9396984924623115,0.9662921348314607,0.002681634160640841,0.00027305111330395797,0.013197375847805184,0.004641854206024309
0.040170478820800784,0.0022258758544921875,0.93,0.9789974749960546,entropy,17,,40,7,0.01,20,12345,13,0.9303482587064676,0.9774718397997497,0.9651741293532339,0.9774718397997497,0.92,0.975,0.9296482412060302,0.982521847690387,0.9045226130653267,0.982521847690387,0.001620690814378319,0.00011215347821173347,0.019947442129536006,0.003015869281835724
0.13836851119995117,0.0072291851043701175,0.911,0.9409949249920702,entropy,5,,10,1,0.005,100,12345,19,0.9104477611940298,0.934918648310388,0.9502487562189055,0.934918648310388,0.88,0.945,0.9246231155778895,0.9400749063670412,0.8894472361809045,0.9500624219725343,0.004962318225361167,4.361029710169259e-05,0.02512502351581322,0.005881306627017172
0.06207561492919922,0.004395627975463867,0.945,0.983249978124966,gini,30,0.33,40,7,2,50,12345,7,0.945273631840796,0.983729662077597,0.9701492537313433,0.981226533166458,0.915,0.98625,0.949748743718593,0.9837702871410736,0.9447236180904522,0.9812734082397003,0.0016565280188426974,0.00017176476649941947,0.01765353480700903,0.0018709413368028075
