mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_algorithm,param_learning_rate,param_n_estimators,param_random_state,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.054742622375488284,0.002929401397705078,0.8467432950191571,0.9018243778183196,SAMME.R,0.9,30,12345,15,0.8666666666666667,0.9064748201438849,0.8476190476190476,0.9064748201438849,0.8365384615384616,0.9066985645933014,0.8461538461538461,0.8875598086124402,0.8365384615384616,0.9019138755980861,0.0022297165879751816,3.127099392289484e-05,0.01102559505046947,0.007355227649041628
0.08662209510803223,0.0045501708984375,0.8467432950191571,0.9157091551639072,SAMME.R,0.75,50,12345,15,0.8666666666666667,0.9232613908872902,0.8476190476190476,0.9088729016786571,0.8365384615384616,0.916267942583732,0.8461538461538461,0.9114832535885168,0.8365384615384616,0.9186602870813397,0.00042167685078042046,4.315531712045971e-05,0.01102559505046947,0.00511175690415081
0.052947282791137695,0.0029567718505859376,0.8409961685823755,0.8999013229607702,SAMME.R,0.5,30,12345,28,0.8380952380952381,0.8992805755395683,0.8380952380952381,0.894484412470024,0.8461538461538461,0.9019138755980861,0.8461538461538461,0.8995215311004785,0.8365384615384616,0.9043062200956937,0.001288669327581756,0.00011708848807452466,0.004236082468323925,0.0032657610252452307
0.05289053916931152,0.0029138565063476563,0.8371647509578544,0.9042190171307929,SAMME.R,0.85,30,12345,34,0.819047619047619,0.9064748201438849,0.8571428571428571,0.9112709832134293,0.8461538461538461,0.9114832535885168,0.8365384615384616,0.8899521531100478,0.8269230769230769,0.9019138755980861,0.0011548038910791176,5.849289720686231e-05,0.01354186379267565,0.00795543953091837
0.08168263435363769,0.00331730842590332,0.8505747126436781,0.8754833453811113,SAMME,0.9,50,12345,9,0.8761904761904762,0.8800959232613909,0.8666666666666667,0.8800959232613909,0.8269230769230769,0.8803827751196173,0.8461538461538461,0.8732057416267942,0.8365384615384616,0.8636363636363636,0.0006836133207985262,1.896673368995714e-05,0.01840306972803586,0.0065129811375115865
0.0866689682006836,0.004612636566162109,0.8390804597701149,0.9137906899360895,SAMME.R,0.85,50,12345,30,0.8285714285714286,0.9112709832134293,0.8571428571428571,0.9112709832134293,0.8365384615384616,0.9066985645933014,0.8557692307692307,0.9210526315789473,0.8173076923076923,0.9186602870813397,0.0005624991301375752,0.00011739353155263298,0.01546170573695575,0.005281001014875061
0.12180237770080567,0.0061930656433105465,0.8314176245210728,0.9305589021605682,SAMME.R,0.9,70,12345,37,0.8095238095238095,0.9328537170263789,0.8666666666666667,0.935251798561151,0.8365384615384616,0.9354066985645934,0.8365384615384616,0.9210526315789473,0.8076923076923077,0.9282296650717703,0.001311891062897608,0.0001664058250339059,0.0216550626703055,0.005414519510661127
0.15627779960632324,0.00782017707824707,0.8390804597701149,0.9334320103725633,SAMME.R,0.75,90,12345,30,0.8380952380952381,0.935251798561151,0.8571428571428571,0.9376498800959233,0.8269230769230769,0.937799043062201,0.8269230769230769,0.9258373205741627,0.8461538461538461,0.930622009569378,0.0013025734615443045,7.384318768392909e-05,0.011605290793314916,0.00459887912897821
0.06508679389953613,0.0027209758758544923,0.8448275862068966,0.8721283260472962,SAMME,0.65,40,12345,19,0.8476190476190476,0.8752997601918465,0.8666666666666667,0.8729016786570744,0.8173076923076923,0.8875598086124402,0.8365384615384616,0.8516746411483254,0.8557692307692307,0.8732057416267942,0.00011428448794111307,3.302440728739865e-05,0.01690960449281919,0.011561148500282718
0.05251622200012207,0.0029239654541015625,0.8371647509578544,0.9018197881885879,SAMME.R,0.65,30,12345,34,0.8476190476190476,0.9016786570743405,0.8571428571428571,0.9016786570743405,0.8365384615384616,0.9043062200956937,0.8269230769230769,0.8971291866028708,0.8173076923076923,0.9043062200956937,0.0007795444932953237,8.29352658310424e-05,0.01420571547020235,0.002623214306003124
