mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.9179959774017334,0.05571780204772949,0.7630208333333334,0.8496035592277748,gini,10,0.33,35,1,2,500,12345,21,0.7792207792207793,0.8534201954397395,0.7987012987012987,0.8355048859934854,0.7662337662337663,0.8420195439739414,0.7450980392156863,0.8536585365853658,0.7254901960784313,0.8634146341463415,0.02829078154535463,0.0037363610862767233,0.02558476425232283,0.00977798770799967
0.836289930343628,0.05707077980041504,0.6510416666666666,0.6510420804533779,entropy,5,0.33,45,0.05,4,500,12345,50,0.6493506493506493,0.6514657980456026,0.6493506493506493,0.6514657980456026,0.6493506493506493,0.6514657980456026,0.6535947712418301,0.6504065040650406,0.6535947712418301,0.6504065040650406,0.0628383812563148,0.006039990533126006,0.0020778219476664432,0.0005189459479956803
0.022640371322631837,0.0018397808074951173,0.7643229166666666,0.9075543550223776,gini,,,45,1,0.001,10,12345,17,0.7597402597402597,0.9120521172638436,0.8181818181818182,0.9104234527687296,0.7337662337662337,0.9071661237785016,0.7516339869281046,0.9105691056910569,0.7581699346405228,0.8975609756097561,0.0027995968704607223,0.0005046461069878185,0.028508330466616365,0.005245353453038412
0.3520684242248535,0.02499089241027832,0.75,0.7942649823892376,gini,10,0.25,15,0.0005,0.005,200,12345,33,0.7532467532467533,0.7899022801302932,0.7662337662337663,0.7850162866449512,0.7727272727272727,0.7899022801302932,0.7254901960784313,0.7951219512195122,0.7320261437908496,0.8113821138211382,0.0233682773096609,0.00543305054148447,0.018508623976486897,0.00913603085594398
0.19615039825439454,0.012640905380249024,0.76953125,0.8352819046105772,entropy,10,log2,40,0.005,5,100,12345,11,0.7727272727272727,0.8241042345276873,0.8116883116883117,0.8306188925081434,0.7662337662337663,0.8371335504885994,0.7581699346405228,0.8422764227642277,0.738562091503268,0.8422764227642277,0.016603092099882314,0.0033099378446478827,0.024028759876913143,0.007042146706941907
0.40389351844787597,0.028936243057250975,0.7721354166666666,0.8147760917348588,entropy,5,,35,0.001,0.05,200,12345,5,0.7597402597402597,0.8110749185667753,0.8181818181818182,0.8061889250814332,0.7597402597402597,0.8192182410423453,0.7581699346405228,0.8146341463414634,0.7647058823529411,0.8227642276422764,0.02462134401138425,0.0027950226300602035,0.0231651801941229,0.005848098292503792
0.1978276252746582,0.014399576187133788,0.7708333333333334,0.8320261645613198,entropy,5,0.5,35,0.0005,0.005,100,12345,7,0.7662337662337663,0.8322475570032574,0.8246753246753247,0.8159609120521173,0.7727272727272727,0.8322475570032574,0.738562091503268,0.8390243902439024,0.7516339869281046,0.8406504065040651,0.014467123871670958,0.003068104265380249,0.02944777348960176,0.008735480286767263
0.8797128200531006,0.06788072586059571,0.7486979166666666,0.7568305924101587,gini,5,0.5,,0.05,4,500,12345,34,0.7662337662337663,0.752442996742671,0.7662337662337663,0.744299674267101,0.7662337662337663,0.757328990228013,0.7320261437908496,0.759349593495935,0.7124183006535948,0.7707317073170732,0.03583001380252802,0.014680625794023783,0.022418081175464667,0.008673057912404303
0.10086727142333984,0.007683467864990234,0.7708333333333334,0.8138004819787612,entropy,,0.5,20,3,0.001,50,12345,7,0.7727272727272727,0.8143322475570033,0.8311688311688312,0.8029315960912052,0.7532467532467533,0.8192182410423453,0.7516339869281046,0.8113821138211382,0.7450980392156863,0.8211382113821138,0.009836652161106097,0.0016519734921981379,0.03159251573516673,0.006441402730470978
0.19518814086914063,0.013295650482177734,0.765625,0.7988247133285665,gini,5,0.5,50,0.005,0.05,100,12345,14,0.7597402597402597,0.7964169381107492,0.8116883116883117,0.7866449511400652,0.7662337662337663,0.8029315960912052,0.7450980392156863,0.8016260162601626,0.7450980392156863,0.8065040650406504,0.027312789466115765,0.002510679219810741,0.02450251654300864,0.006896813979316773
