mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_algorithm,param_learning_rate,param_n_estimators,param_random_state,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.09248638153076172,0.003802919387817383,1.0,1.0,SAMME.R,0.9,30,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0024136379294064695,0.00015051088258076313,0.0,0.0
0.1489509105682373,0.005959844589233399,1.0,1.0,SAMME.R,0.75,50,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000521994000800032,0.00022074453040452432,0.0,0.0
0.09017114639282227,0.0037187576293945313,1.0,1.0,SAMME.R,0.5,30,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000761632237518209,1.8689096962370208e-05,0.0,0.0
0.08993492126464844,0.00370173454284668,1.0,1.0,SAMME.R,0.85,30,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000663418460676539,3.770343901845168e-05,0.0,0.0
0.1444869041442871,0.0037933826446533204,1.0,1.0,SAMME,0.9,50,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002854604471298011,0.0001403395511657919,0.0,0.0
0.1501068115234375,0.005841636657714843,1.0,1.0,SAMME.R,0.85,50,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002912537875906215,4.198323042702785e-05,0.0,0.0
0.2071755886077881,0.007972431182861329,1.0,1.0,SAMME.R,0.9,70,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0016363491373589697,8.21920379562913e-05,0.0,0.0
0.2619320869445801,0.010388374328613281,1.0,1.0,SAMME.R,0.75,90,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000655268234831076,0.00039847618308885157,0.0,0.0
0.11560630798339844,0.003091239929199219,1.0,1.0,SAMME,0.65,40,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0010902951119570751,3.301648856602516e-05,0.0,0.0
0.09044823646545411,0.0037811279296875,1.0,1.0,SAMME.R,0.65,30,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005622805579892413,8.021138051896932e-05,0.0,0.0
0.14970021247863768,0.005811262130737305,1.0,1.0,SAMME.R,0.5,50,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0008168690301064734,4.149398483522405e-05,0.0,0.0
0.11445107460021972,0.0031500339508056642,1.0,1.0,SAMME,0.9,40,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0010130676004212814,0.00011986157297803157,0.0,0.0
0.08607382774353027,0.0024425029754638673,1.0,1.0,SAMME,1,30,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0006892523917164035,2.864342988404742e-05,0.0,0.0
0.14388418197631836,0.0037378311157226563,1.0,1.0,SAMME,0.75,50,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00043239723915472196,7.230533892197622e-05,0.0,0.0
0.08614506721496581,0.002564859390258789,1.0,1.0,SAMME,0.9,30,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0004571995786170926,0.0002681085944824382,0.0,0.0
0.26812148094177246,0.01034235954284668,1.0,1.0,SAMME.R,0.65,90,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0017322837030674387,0.0002641162667148399,0.0,0.0
0.19891963005065919,0.005115318298339844,1.0,1.0,SAMME,0.65,70,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0008763150506205018,0.00022261598139502003,0.0,0.0
0.14207859039306642,0.0037223339080810548,1.0,1.0,SAMME,0.5,50,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00045403289920719513,2.2016042023099075e-05,0.0,0.0
0.11498937606811524,0.0032832145690917967,1.0,1.0,SAMME,1,40,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0006708571224168425,0.00023628719355352332,0.0,0.0
0.25681090354919434,0.006255388259887695,1.0,1.0,SAMME,0.9,90,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002032569188241013,1.2995015534876765e-05,0.0,0.0
0.09192986488342285,0.0038973808288574217,1.0,1.0,SAMME.R,0.75,30,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0016155747222235276,0.00019023647759959576,0.0,0.0
0.25993170738220217,0.006252479553222656,1.0,1.0,SAMME,0.85,90,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.003490885001717218,2.927500559227356e-05,0.0,0.0
0.2076085090637207,0.007970952987670898,1.0,1.0,SAMME.R,0.85,70,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000824043585066946,3.8341265840653396e-05,0.0,0.0
0.2091447353363037,0.008135652542114258,1.0,1.0,SAMME.R,0.75,70,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001724037242773564,0.0003222574950158116,0.0,0.0
0.15259895324707032,0.005962657928466797,1.0,1.0,SAMME.R,0.9,50,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001529312506968509,0.0002419454261015954,0.0,0.0
0.2009148120880127,0.005001258850097656,1.0,1.0,SAMME,1,70,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0013934783970713242,3.34777042010687e-05,0.0,0.0
0.0868607521057129,0.0024866580963134764,1.0,1.0,SAMME,0.65,30,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0011544403935928827,0.00011019451901020392,0.0,0.0
0.20991668701171876,0.00544443130493164,1.0,1.0,SAMME,0.5,70,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01723259881954833,0.0008052020928323807,0.0,0.0
0.09267516136169433,0.0027820110321044923,1.0,1.0,SAMME,0.85,30,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008427758256461939,0.0006874090095733646,0.0,0.0
0.08574023246765136,0.0024225711822509766,1.0,1.0,SAMME,0.5,30,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0007499554027388294,1.6069482978642426e-05,0.0,0.0
0.2568375110626221,0.006274652481079101,1.0,1.0,SAMME,0.5,90,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0038567929658465568,4.558084374978162e-05,0.0,0.0
0.08982062339782715,0.003667116165161133,1.0,1.0,SAMME.R,1,30,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005947935860732648,1.2096072095838377e-05,0.0,0.0
0.11908974647521972,0.00475926399230957,1.0,1.0,SAMME.R,0.85,40,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0008444425622580751,2.3835849004745387e-05,0.0,0.0
0.20825252532958985,0.00790872573852539,1.0,1.0,SAMME.R,0.5,70,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0010678022705260459,3.8506955113180216e-05,0.0,0.0
0.11950502395629883,0.004784774780273437,1.0,1.0,SAMME.R,0.5,40,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0011579691842016195,4.455721130689333e-05,0.0,0.0
0.12088723182678222,0.005010652542114258,1.0,1.0,SAMME.R,0.9,40,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002653060639164613,0.0002209853644447531,0.0,0.0
0.19912428855895997,0.005016326904296875,1.0,1.0,SAMME,0.9,70,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0009378018034479611,4.4677885992022206e-05,0.0,0.0
0.1422144889831543,0.0038514137268066406,1.0,1.0,SAMME,0.65,50,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0007160419498181341,0.00018924134356524308,0.0,0.0
0.20912275314331055,0.007972288131713866,1.0,1.0,SAMME.R,0.65,70,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0010043964677579835,7.500716704430129e-05,0.0,0.0
0.19927577972412108,0.0049861431121826175,1.0,1.0,SAMME,0.85,70,12345,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0008077206454599718,3.663046786414456e-05,0.0,0.0
