mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_algorithm,param_metric,param_n_neighbors,param_weights,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.004171037673950195,0.009946680068969727,0.3848531684698609,1.0,ball_tree,l2,2,distance,26,0.35805626598465473,1.0,0.41025641025641024,1.0,0.37628865979381443,1.0,0.3756476683937824,1.0,0.40414507772020725,1.0,0.0005433319654777997,0.0016945207963959554,0.019489549944842175,0.0
0.003557109832763672,0.027526187896728515,0.41576506955177744,0.6841877951152137,brute,euclidean,2,uniform,20,0.39641943734015345,0.6974193548387096,0.43333333333333335,0.6731141199226306,0.3917525773195876,0.6902768834513844,0.41968911917098445,0.6887459807073955,0.4378238341968912,0.6713826366559486,0.0038732595379563895,0.00758053058968875,0.018774839707445142,0.010193395811137951
0.005756282806396484,0.015839290618896485,0.4152498712004122,0.6821264320794697,kd_tree,l1,2,uniform,21,0.38618925831202044,0.692258064516129,0.43333333333333335,0.6724693745970342,0.39690721649484534,0.690920798454604,0.4067357512953368,0.6887459807073955,0.4533678756476684,0.6662379421221865,0.00469137855444992,0.006103568899026472,0.02462618706901437,0.010672508160230082
0.004456901550292968,0.017017364501953125,0.4945904173106646,0.5734171357493205,kd_tree,euclidean,9,uniform,4,0.47058823529411764,0.5761290322580646,0.5153846153846153,0.571244358478401,0.48195876288659795,0.5763039278815196,0.5077720207253886,0.572347266881029,0.49740932642487046,0.5710610932475885,0.0016862533448090786,0.008631249895572539,0.016460931589545175,0.0023282812640656727
0.0019700050354003905,0.05589051246643066,0.4945904173106646,0.5734171357493205,brute,euclidean,9,uniform,4,0.47058823529411764,0.5761290322580646,0.5153846153846153,0.571244358478401,0.48195876288659795,0.5763039278815196,0.5077720207253886,0.572347266881029,0.49740932642487046,0.5710610932475885,0.0001896464406210925,0.03147455865348753,0.016460931589545175,0.0023282812640656727
0.006891059875488281,0.05233159065246582,0.41112828438948995,1.0,brute,l1,3,distance,22,0.39641943734015345,1.0,0.4282051282051282,1.0,0.38917525773195877,1.0,0.40414507772020725,1.0,0.4378238341968912,1.0,0.007927317574807372,0.021509825970686385,0.018706528191265125,0.0
0.005846881866455078,0.02659158706665039,0.4394641937145801,0.6358857107958579,ball_tree,manhattan,3,uniform,16,0.42710997442455245,0.6451612903225806,0.4564102564102564,0.6286266924564797,0.40463917525773196,0.6355441081777206,0.43523316062176165,0.6482315112540193,0.4740932642487047,0.6218649517684888,0.003360780960426496,0.009074492047261604,0.02393558878576677,0.00987772127378574
0.0041500568389892575,0.04076948165893555,0.4945904173106646,0.5734171357493205,brute,l2,9,uniform,4,0.47058823529411764,0.5761290322580646,0.5153846153846153,0.571244358478401,0.48195876288659795,0.5763039278815196,0.5077720207253886,0.572347266881029,0.49740932642487046,0.5710610932475885,0.005185419694537681,0.02711501212365608,0.016460931589545175,0.0023282812640656727
0.001714181900024414,0.02592930793762207,0.40546110252447193,1.0,brute,euclidean,3,distance,25,0.3657289002557545,1.0,0.4282051282051282,1.0,0.42010309278350516,1.0,0.4015544041450777,1.0,0.4119170984455959,1.0,0.0001442656145003829,0.010686477135977299,0.021820268113029333,0.0
0.007891416549682617,0.022891426086425783,0.41112828438948995,1.0,ball_tree,manhattan,3,distance,22,0.39641943734015345,1.0,0.4282051282051282,1.0,0.38917525773195877,1.0,0.40414507772020725,1.0,0.4378238341968912,1.0,0.0045899632881542815,0.01204825159443235,0.018706528191265125,0.0
0.0018334388732910156,0.02955913543701172,0.38433797011849563,1.0,brute,cityblock,2,distance,29,0.36828644501278773,1.0,0.4025641025641026,1.0,0.3711340206185567,1.0,0.3704663212435233,1.0,0.40932642487046633,1.0,0.0001644863583254818,0.009971324478332655,0.01777477318537685,0.0
