mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_alpha,param_eta0,param_fit_intercept,param_max_iter,param_penalty,param_random_state,param_shuffle,param_tol,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0065116405487060545,0.0017066478729248046,0.6395,0.6382443193337185,0.0001,0.5,False,100,,12345,False,0.001,4,0.6084788029925187,0.6210131332082551,0.615,0.65125,0.6625,0.638125,0.6425,0.614375,0.6691729323308271,0.6664584634603373,0.00367962426645726,0.00019170967384073468,0.024418239724695468,0.01914083632571835
0.036446142196655276,0.0032938480377197265,0.6525,0.6621297953143731,0.005,1.5,False,50,elasticnet,12345,True,,2,0.7082294264339152,0.7091932457786116,0.6375,0.65125,0.6875,0.67125,0.59,0.608125,0.6390977443609023,0.6708307307932542,0.006750256064687063,0.0034230403415083047,0.041590755699205534,0.032889939630060754
0.008047342300415039,0.0014079093933105468,0.5235,0.5377577264678619,0.001,0.5,False,10,,12345,True,,6,0.49625935162094764,0.4803001876172608,0.5725,0.638125,0.69,0.666875,0.4675,0.485,0.39097744360902253,0.4184884447220487,0.004860576012541471,4.145396388578941e-05,0.10151007874978743,0.09701006954088452
0.0033929824829101564,0.001412343978881836,0.976,0.9778735910150747,0.0001,0.5,True,1000,elasticnet,12345,False,0.001,1,0.9850374064837906,0.9768605378361476,0.9725,0.961875,0.9675,0.98375,0.9825,0.97875,0.9724310776942355,0.9881324172392255,0.00011996642949288777,1.592336272380196e-05,0.0066533339935954585,0.00891655742958296
0.7519972324371338,0.000880575180053711,0.643,0.6440859511077933,0.005,1.5,False,8000,l2,12345,True,,3,0.4463840399002494,0.43089430894308944,0.6225,0.678125,0.7,0.661875,0.725,0.70625,0.7218045112781954,0.7432854465958776,0.11198736340480454,3.882684442465934e-05,0.10520680203833051,0.11011874706753762
0.002800273895263672,0.001190042495727539,0.6395,0.6382443193337185,0.0001,0.5,False,8000,,12345,False,0.001,4,0.6084788029925187,0.6210131332082551,0.615,0.65125,0.6625,0.638125,0.6425,0.614375,0.6691729323308271,0.6664584634603373,8.493504522773315e-05,9.982423904030068e-06,0.024418239724695468,0.01914083632571835
0.1353994369506836,0.0009915351867675782,0.4595,0.4583558580979914,0.005,1,False,1000,,12345,True,,7,0.44139650872817954,0.4152595372107567,0.4175,0.394375,0.4225,0.444375,0.46,0.469375,0.556390977443609,0.5683947532792005,0.02942497709290176,0.0002515847886606298,0.05064819363693528,0.06062390190524645
