mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_random_state,param_splitter,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.002040863037109375,0.0005794048309326171,0.9066666666666666,0.9949999999999999,entropy,40,0.5,30,0.0001,3,12345,best,1476,0.9,1.0,0.9666666666666667,0.9916666666666667,0.9333333333333333,1.0,0.9,0.9916666666666667,0.8333333333333334,0.9916666666666667,0.00048668895596442165,0.0001586102888136276,0.044221663871405324,0.004082482904638616
0.0008172035217285156,0.00024962425231933594,0.9466666666666667,0.9816666666666667,gini,25,log2,50,1,4,12345,random,612,0.9333333333333333,0.9833333333333333,1.0,0.975,0.9666666666666667,0.9833333333333333,0.9,0.975,0.9333333333333333,0.9916666666666667,8.696934614070796e-05,1.1714094635523078e-05,0.03399346342395189,0.0062360956446232485
0.0008509159088134766,0.0002692222595214844,0.76,0.7783333333333332,entropy,5,0.33,,0.005,0.001,12345,random,1759,0.7333333333333333,0.7583333333333333,0.9333333333333333,0.9,0.7,0.7666666666666667,0.7,0.8,0.7333333333333333,0.6666666666666666,0.00017257559573017226,5.175196957952801e-05,0.08793937305515281,0.07520342781785654
0.0010515213012695312,0.00035552978515625,0.9133333333333333,0.985,entropy,5,0.5,35,0.0001,2,12345,random,1335,0.8666666666666667,0.9833333333333333,1.0,0.9916666666666667,0.9666666666666667,0.975,0.9,1.0,0.8333333333333334,0.975,0.00020830747913602846,5.466879271646204e-05,0.06182412330330468,0.009718253158075516
0.0012845516204833985,0.00040001869201660155,0.9066666666666666,0.99,gini,30,sqrt,35,0.0001,4,12345,best,1476,0.8666666666666667,0.9833333333333333,1.0,0.9916666666666667,0.9666666666666667,0.9916666666666667,0.9,0.9916666666666667,0.8,0.9916666666666667,1.3976616883935054e-05,4.823838921943846e-06,0.07118052168020873,0.0033333333333333656
0.0013051986694335937,0.0004063129425048828,0.8866666666666667,0.9633333333333333,gini,,0.33,35,0.001,0.01,12345,random,1632,0.8666666666666667,0.9166666666666666,0.9666666666666667,0.9416666666666667,0.9,0.9833333333333333,0.8,1.0,0.9,0.975,1.9851321349753827e-05,9.990165218806558e-06,0.05416025603090639,0.030092450142112984
0.001293516159057617,0.0004091739654541016,0.92,0.9483333333333335,entropy,5,0.25,40,0.05,0.005,12345,best,1231,0.8666666666666667,0.9583333333333334,0.9666666666666667,0.925,0.9666666666666667,0.9416666666666667,0.8666666666666667,0.9583333333333334,0.9333333333333333,0.9583333333333334,2.1466994909426075e-05,1.0964559140879971e-05,0.04521553322083511,0.013333333333333336
0.001321554183959961,0.00040564537048339846,0.9333333333333333,1.0,gini,30,log2,,0.0005,0.005,12345,best,935,0.8666666666666667,1.0,1.0,1.0,0.9666666666666667,1.0,0.9,1.0,0.9333333333333333,1.0,1.2535467566023123e-05,1.2083471331642489e-05,0.04714045207910316,0.0
0.001234149932861328,0.0004010200500488281,0.96,0.96,entropy,15,sqrt,20,5,4,12345,random,111,0.9333333333333333,0.9666666666666667,1.0,0.95,1.0,0.95,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.1316823601618737e-05,1.1416242410007796e-05,0.03265986323710903,0.008164965809277286
0.0013252735137939454,0.0004025936126708984,0.9333333333333333,0.9633333333333333,entropy,13,sqrt,5,1,3,12345,best,935,0.9,0.9583333333333334,1.0,0.95,0.9333333333333333,0.9583333333333334,0.9,0.9833333333333333,0.9333333333333333,0.9666666666666667,2.2293654303508504e-05,2.7292419474132893e-06,0.036514837167011066,0.011303883305208767
