mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.48462495803833006,0.033379745483398435,0.7084048027444254,0.8121794987718175,gini,10,0.33,35,1,2,500,12345,12,0.6694915254237288,0.8172043010752689,0.7264957264957265,0.8047210300429185,0.7068965517241379,0.828693790149893,0.7155172413793104,0.7944325481798715,0.7241379310344828,0.815845824411135,0.005840233243568778,0.0004932731724817482,0.020783050304745435,0.011679001778364456
0.4393656253814697,0.03088970184326172,0.7135506003430532,0.7135514129609959,entropy,5,0.33,45,0.05,4,500,12345,1,0.711864406779661,0.7139784946236559,0.7094017094017094,0.7145922746781116,0.7155172413793104,0.7130620985010707,0.7155172413793104,0.7130620985010707,0.7155172413793104,0.7130620985010707,0.002741762227115043,0.00026839008929276407,0.0025176599482512434,0.0006299329778338485
0.012259531021118163,0.001112508773803711,0.7032590051457976,0.9232373980216065,gini,,,45,1,0.001,10,12345,16,0.6864406779661016,0.9225806451612903,0.7264957264957265,0.9141630901287554,0.6810344827586207,0.9400428265524625,0.7327586206896551,0.9143468950749465,0.6896551724137931,0.9250535331905781,8.929562311201535e-05,1.1481185243756819e-05,0.021768320383789307,0.009460826663204951
0.17979850769042968,0.012925863265991211,0.7135506003430532,0.7182752237948745,gini,10,0.25,15,0.0005,0.005,200,12345,1,0.711864406779661,0.7268817204301076,0.7094017094017094,0.7188841201716738,0.7155172413793104,0.7194860813704497,0.7155172413793104,0.7130620985010707,0.7155172413793104,0.7130620985010707,0.0007614821821657493,5.4913963347821336e-05,0.0025176599482512434,0.005104156460299366
0.09867863655090332,0.0070609569549560545,0.7101200686106347,0.7628654558664066,entropy,10,log2,40,0.005,5,100,12345,10,0.6864406779661016,0.7655913978494624,0.717948717948718,0.759656652360515,0.7155172413793104,0.7601713062098501,0.7068965517241379,0.7580299785867237,0.7241379310344828,0.7708779443254818,0.0005588530965225663,8.661683649618583e-05,0.01314344274956856,0.004744837907357322
0.20749382972717284,0.013244438171386718,0.7032590051457976,0.7388678820916963,entropy,5,,35,0.001,0.05,200,12345,16,0.6864406779661016,0.7655913978494624,0.717948717948718,0.7253218884120172,0.7068965517241379,0.734475374732334,0.6982758620689655,0.734475374732334,0.7068965517241379,0.734475374732334,0.0014842589844119302,0.0004143232113332001,0.010524367177380206,0.013824055858767604
0.09665918350219727,0.006915569305419922,0.7084048027444254,0.7324365312132916,entropy,5,0.5,35,0.0005,0.005,100,12345,12,0.6864406779661016,0.7569892473118279,0.7094017094017094,0.7253218884120172,0.7155172413793104,0.728051391862955,0.7155172413793104,0.7173447537473233,0.7155172413793104,0.734475374732334,0.00021776871630323119,9.837186400014974e-05,0.011315403790612749,0.013450666058633463
0.45302720069885255,0.0366307258605957,0.7135506003430532,0.7135514129609959,gini,5,0.5,,0.05,4,500,12345,1,0.711864406779661,0.7139784946236559,0.7094017094017094,0.7145922746781116,0.7155172413793104,0.7130620985010707,0.7155172413793104,0.7130620985010707,0.7155172413793104,0.7130620985010707,0.0007252748415182956,0.010496218621205334,0.0025176599482512434,0.0006299329778338485
0.049899959564208986,0.003717041015625,0.7015437392795884,0.7380067480132019,entropy,,0.5,20,3,0.001,50,12345,18,0.6694915254237288,0.7612903225806451,0.7094017094017094,0.723175965665236,0.6982758620689655,0.7408993576017131,0.7155172413793104,0.7194860813704497,0.7155172413793104,0.7451820128479657,0.0001704201994434366,0.00014591019136669944,0.017324959934588016,0.01526396841101897
0.09529147148132325,0.006927776336669922,0.7084048027444254,0.7307142630563026,gini,5,0.5,50,0.005,0.05,100,12345,12,0.6779661016949152,0.7483870967741936,0.717948717948718,0.721030042918455,0.7155172413793104,0.7301927194860813,0.7155172413793104,0.7259100642398287,0.7155172413793104,0.728051391862955,0.0013994176640867886,0.00021656626136776498,0.01536240389134983,0.009344050387864209
0.08852887153625488,0.006561279296875,0.7135506003430532,0.7135514129609959,entropy,10,0.25,5,1,0.01,100,12345,1,0.711864406779661,0.7139784946236559,0.7094017094017094,0.7145922746781116,0.7155172413793104,0.7130620985010707,0.7155172413793104,0.7130620985010707,0.7155172413793104,0.7130620985010707,0.0008990892013844947,0.00019108579062257827,0.0025176599482512434,0.0006299329778338485
0.22126436233520508,0.013366079330444336,0.7015437392795884,0.7838919017418285,entropy,40,,20,0.001,0.005,200,12345,18,0.6694915254237288,0.8086021505376344,0.7094017094017094,0.7703862660944206,0.7068965517241379,0.7965738758029979,0.7155172413793104,0.7708779443254818,0.7068965517241379,0.7730192719486081,0.0037159389511402124,0.0006850351815758649,0.01644933698717607,0.015756955430121913
0.10002579689025878,0.007034683227539062,0.7049742710120068,0.7787343033293499,entropy,20,log2,30,0.001,3,100,12345,15,0.6779661016949152,0.7913978494623656,0.7094017094017094,0.7618025751072961,0.7155172413793104,0.7815845824411135,0.7155172413793104,0.7708779443254818,0.7068965517241379,0.7880085653104925,0.0022571581802551107,0.00022441744986436828,0.01401934098628475,0.010980958285650579
0.4791769027709961,0.03278040885925293,0.7118353344768439,0.7182789077993874,entropy,30,log2,20,0.005,3,500,12345,8,0.7033898305084746,0.7311827956989247,0.7094017094017094,0.7188841201716738,0.7155172413793104,0.7130620985010707,0.7155172413793104,0.7130620985010707,0.7155172413793104,0.715203426124197,0.0031171115347705673,0.0004533249258089409,0.004870027367275838,0.00679360568452179
